State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
AR,05,05170,Dermott School District,"3,232",456,171
AR,05,05190,Des Arc Public Schools,"3,502",558,114
AR,05,05340,Dierks School District,"2,505",423,94
AR,05,05430,Dover School District,"8,187","1,471",186
AR,05,05470,Drew Central School District,"6,025",907,179
AR,05,05500,Dumas School District,"10,188","1,146",411
AR,05,05550,Earle School District,"2,338",463,169
AR,05,05580,East End School District,"3,944",660,123
AR,05,00048,East Poinsett County School District,"3,109",565,122
AR,05,05680,El Dorado School District,"23,883","4,312","1,124"
AR,05,05760,Elkins School District,"5,989","1,144",121
AR,05,00068,Emerson-Taylor-Bradley School District,"5,202",828,300
AR,05,05850,England School District,"3,789",608,110
AR,05,05970,Eureka Springs School District,"8,700",806,154
AR,05,06090,Farmington School District,"13,898","2,646",175
AR,05,06120,Fayetteville School District,"106,487","13,823","1,602"
AR,05,06150,Flippin School District,"7,706","1,072",232
AR,05,06210,Fordyce School District,"4,402",740,159
AR,05,06240,Foreman School District,"2,548",438,106
AR,05,06270,Forrest City School District,"18,742","2,727","1,119"
AR,05,06330,Fort Smith Public Schools,"92,209","15,663","2,952"
AR,05,06360,Fouke School District,"5,598","1,143",168
AR,05,06420,Fountain Lake School District,"16,481","1,391",304
AR,05,04110,Genoa Central School District,"4,654",919,148
AR,05,06540,Gentry Public Schools,"9,023","1,706",171
AR,05,06630,Glen Rose School District,"5,514",961,130
AR,05,00029,Gosnell School District,"4,414",892,233
AR,05,06840,Gravette School District,"17,893","2,450",224
AR,05,06870,Green Forest School District,"7,755","1,542",280
AR,05,06900,Greenbrier School District,"18,547","3,863",341
AR,05,13080,Greene County Technical School District,"20,838","3,662",520
AR,05,06930,Greenland Public Schools,"6,626","1,095",147
AR,05,06990,Greenwood School District,"21,451","4,019",314
AR,05,07110,Gurdon School District,"3,744",665,176
AR,05,07140,Guy-Perkins Schools,"2,585",470,58
AR,05,07170,Hackett Public Schools,"5,527",932,111
AR,05,00042,Hamburg School District,"7,801","1,321",258
AR,05,07230,Hampton School District,"3,642",493,88
AR,05,07290,Harmony Grove School District,"4,321",734,156
AR,05,07320,Harmony Grove School District,"6,141","1,052",83
AR,05,07350,Harrisburg School District,"6,546","1,174",259
AR,05,07380,Harrison School District,"21,758","3,582",615
AR,05,07530,Hazen School District,"4,393",675,152
AR,05,07560,Heber Springs School District,"11,958","1,698",361
AR,05,07620,Hector School District,"3,747",750,107
AR,05,07680,Helena-West Helena School District,"10,051","1,955",869
AR,05,07710,Hermitage School District,"2,281",442,115
AR,05,07770,Highland School District,"12,883","1,796",427
AR,05,00071,Hillcrest School District,"3,799",707,193
AR,05,07840,Hope School District,"13,452","2,586",523
AR,05,07860,Horatio School District,"3,528",746,149
AR,05,07890,Hot Springs School District,"29,722","3,936","1,481"
AR,05,07990,Hoxie School District,"3,506",585,119
AR,05,08130,Huntsville School District,"16,679","2,942",579
AR,05,00021,Izard Cty Consolidated Schools,"5,084",734,186
AR,05,13230,Jackson County School District,"4,164",753,171
AR,05,00419,Jacksonville North Pulaski School District,"38,944","6,847","1,827"
AR,05,08240,Jasper School District,"5,229",765,179
AR,05,07920,Jessieville School District,"7,322",788,193
AR,05,08280,Jonesboro Public Schools,"38,709","7,047","2,142"
AR,05,08340,Junction City School District,"2,953",524,78
AR,05,08490,Kirby School District,"2,498",417,131
AR,05,00065,Lafayette County School District,"4,411",643,186
AR,05,08610,Lake Hamilton School District,"26,976","4,564","1,124"
AR,05,08640,Lakeside School District,"6,934","1,207",417
AR,05,08670,Lakeside School District,"18,731","2,944",510
AR,05,08700,Lamar School District,"7,207","1,261",161
AR,05,08730,Lavaca Public Schools,"4,992",896,91
AR,05,00082,Lawrence County School District,"7,904","1,209",222
AR,05,03420,Lead Hill School District,"3,143",456,107
AR,05,09360,Lee County School District,"8,201","1,044",473
AR,05,08940,Lincoln School District,"7,130","1,345",214
AR,05,09000,Little Rock School District,"181,509","30,373","7,674"
AR,05,09060,Lonoke School District,"9,649","1,604",300
AR,05,09150,Magazine Schools,"2,522",432,100
AR,05,09190,Magnet Cove School District,"3,104",514,64
AR,05,00044,Magnolia School District,"18,963","2,858",668
AR,05,09240,Malvern Special School District,"18,039","2,276",526
AR,05,09270,Mammoth Spring Schools,"3,035",496,120
AR,05,00046,Manila School District,"4,834",907,87
AR,05,09330,Mansfield School District,"5,384",989,171
AR,05,09390,Marion School District,"21,250","4,369",835
AR,05,09420,Marked Tree School District,"3,209",528,140
AR,05,00016,Marmaduke School District,"3,944",722,107
AR,05,09510,Marvell School District,"2,720",469,181
AR,05,09540,Mayflower School District,"6,306",939,165
AR,05,09570,Maynard School District,"3,374",667,145
AR,05,09600,McCrory School District,"2,904",479,156
AR,05,09630,McGehee School District,"5,668","1,093",341
AR,05,09720,Melbourne School District,"5,323",794,171
AR,05,09750,Mena Public Schools,"12,728","2,076",498
AR,05,00020,Midland School District,"3,962",742,125
AR,05,09780,Mineral Springs School District,"3,257",574,136
AR,05,09840,Monticello School District,"10,178","1,683",542
AR,05,09990,Mount Ida School District,"3,888",482,111
AR,05,10080,Mount Vernon-Enola School District,"3,325",619,80
AR,05,00043,Mountain Home School District,"34,400","4,451",798
AR,05,10170,Mountain Pine School District,"4,153",704,193
AR,05,10200,Mountain View School District,"12,458","1,843",475
AR,05,10260,Mountainburg Schools,"4,298",692,159
AR,05,10290,Mulberry School District,"3,898",630,117
AR,05,10380,Nashville School District,"8,980","1,724",359
AR,05,10410,Nemo Vista School District,"2,271",372,85
AR,05,10440,Nettleton School District,"29,923","4,705","1,099"
AR,05,00030,Nevada School District,"2,513",412,122
AR,05,00023,Newport School District,"11,138","1,446",528
AR,05,10560,Norfork Schools,"3,919",548,88
AR,05,10680,North Little Rock School District,"53,661","9,173","2,737"
AR,05,10920,Omaha School District,"2,820",435,65
AR,05,10950,Osceola School District,"6,646","1,238",441
AR,05,00073,Ouachita River School District,"4,000",588,153
AR,05,10980,Ouachita School District,"2,005",318,51
AR,05,00076,Ozark Mountain School District,"4,713",829,214
AR,05,11010,Ozark School District,"10,428","1,746",434
AR,05,00051,Palestine-Wheatley School District,"1,791",292,99
AR,05,11070,Pangburn School District,"3,347",565,108
AR,05,00017,Paragould School District,"22,507","4,025",791
AR,05,11130,Paris School District,"6,743",982,226
AR,05,11220,Parkers Chapel School District,"2,700",604,84
AR,05,03030,Pea Ridge School District,"10,988","2,375",178
AR,05,11340,Perryville School District,"5,056",809,132
AR,05,11370,Piggott School District,"5,306",847,169
AR,05,00026,Pine Bluff School District,"35,941","5,424","2,015"
AR,05,11610,Pocahontas School District,"12,443","2,211",518
AR,05,11700,Pottsville Public Schools,"6,797","1,534",137
AR,05,11730,Poyen School District,"1,227",206,29
AR,05,11760,Prairie Grove School District,"13,468","2,727",214
AR,05,11820,Prescott School District,"4,946",869,249
AR,05,11850,Pulaski County Special School District,"132,185","22,640","3,344"
AR,05,11880,Quitman School District,"5,212",790,119
AR,05,04370,Rector School District,"3,694",600,129
AR,05,00045,Rivercrest School District,"5,190",911,190
AR,05,00012,Riverside School District,"4,453",885,137
AR,05,08400,Riverview School District,"7,516","1,314",338
AR,05,11970,Rogers Public Schools,"106,971","19,178","2,015"
AR,05,12000,Rose Bud School District,"4,431",807,142
AR,05,12060,Russellville Schools,"39,068","6,264",950
AR,05,12090,Salem School District,"4,962",851,174
AR,05,12180,Scranton School District,"2,267",387,62
AR,05,09480,Searcy County School District,"6,384",966,254
AR,05,12210,Searcy School District,"33,550","5,463",916
AR,05,00015,Sheridan School District,"27,089","4,676",592
AR,05,12420,Shirley School District,"4,191",476,123
AR,05,12450,Siloam Springs Schools,"26,587","5,075",515
AR,05,12480,Sloan-Hendrix School District,"4,016",644,140
AR,05,12510,Smackover-Norphlet School District,"6,052","1,056",168
AR,05,12520,South Conway County School District,"15,802","2,681",558
AR,05,10320,South Pike County School District,"4,712",747,161
AR,05,12570,South Side-Bee Branch School District,"3,264",555,114
AR,05,12540,Southside School District,"5,793","1,086",184
AR,05,12630,Spring Hill School District,"1,438",306,78
AR,05,12660,Springdale School District,"116,857","23,852","3,425"
AR,05,00028,Star City School District,"8,105","1,283",323
AR,05,12930,Strong School District,"2,526",417,96
AR,05,12960,Stuttgart School District,"8,964","1,593",410
AR,05,13110,Texarkana School District,"31,840","5,407","1,479"
AR,05,00047,Trumann Schools,"9,367","1,687",487
AR,05,00079,Two Rivers School District,"6,279","1,063",236
AR,05,13350,Valley Springs School District,"4,779",963,129
AR,05,13380,Valley View School District,"12,955","2,998",249
AR,05,13410,Van Buren School District,"34,140","6,105","1,133"
AR,05,13530,Vilonia School District,"16,967","3,472",379
AR,05,13560,Viola School District,"3,272",542,115
AR,05,13680,Waldron School District,"8,274","1,371",332
AR,05,00006,Warren School District,"7,807","1,434",406
AR,05,13930,Watson Chapel School District,"14,111","2,133",668
AR,05,14010,West Fork School District,"5,925",991,97
AR,05,08040,West Memphis School District,"25,206","4,921","1,820"
AR,05,14040,West Side School District,"4,462",536,117
AR,05,00041,Western Yell County School District,"2,344",419,73
AR,05,04020,Westside Consolidated School District,"9,469","1,825",257
AR,05,14020,Westside School District,"3,656",651,146
AR,05,04170,White County Central School District,"3,770",750,148
AR,05,14140,White Hall School District,"13,295","2,440",481
AR,05,14370,Wonderview School District,"2,846",504,82
AR,05,14400,Woodlawn School District,"2,517",439,85
AR,05,14430,Wynne Public Schools,"13,273","2,401",623
AR,05,14490,Yellville-Summit School District,"6,436","1,016",222
CA,06,01620,ABC Unified School District,"103,129","16,134","1,951"
CA,06,01650,Acalanes Union High School District,"117,813","6,255",182
CA,06,01680,Ackerman Elementary School District,"2,968",299,30
CA,06,00001,Acton-Agua Dulce Unified School District,"11,850","1,744",177
CA,06,01710,Adelanto Elementary School District,"66,199","7,815","1,951"
CA,06,01770,Alameda City Unified School District,"75,481","10,804",759
CA,06,01860,Albany City Unified School District,"19,546","2,902",146
CA,06,01890,Alexander Valley Union School District,750,35,1
CA,06,00153,Alhambra Unified School District,"161,388","16,175","2,480"
CA,06,01950,Alisal Union Elementary School District,"59,209","7,688","2,192"
CA,06,01980,Allensworth Elementary School District,559,109,35
CA,06,02010,Alpaugh Unified School District,"1,277",340,80
CA,06,02070,Alpine County Unified School District,"1,141",144,32
CA,06,02100,Alpine Union Elementary School District,"18,718","2,076",136
CA,06,02160,Alta Loma Elementary School District,"54,599","5,710",528
CA,06,02220,Alta Vista Elementary School District,"3,128",501,204
CA,06,02250,Alta-Dutch Flat Union Elementary School District,"1,796",133,11
CA,06,02310,Alum Rock Union Elementary School District,"108,977","12,265","1,681"
CA,06,02360,Alview-Dairyland Union Elementary School District,"1,666",270,55
CA,06,02370,Alvina Elementary School District,594,83,27
CA,06,02430,Alvord Unified School District,"114,599","20,747","2,882"
CA,06,02450,Amador County Unified School District,"41,811","4,780",631
CA,06,02610,Anaheim Elementary School District,"198,800","17,540","2,859"
CA,06,02630,Anaheim Union High School District,"392,037","31,328","4,394"
CA,06,02700,Anderson Union High School District,"40,221","2,449",306
CA,06,02730,Anderson Valley Unified School District,"3,103",486,83
CA,06,02760,Antelope Elementary School District,"6,054",634,122
CA,06,02820,Antelope Valley Union Joint High School District,"394,634","28,009","4,878"
CA,06,02850,Antioch Unified School District,"118,866","21,067","3,294"
CA,06,00017,Apple Valley Unified School District,"84,817","16,278","3,403"
CA,06,02970,Arcadia Unified School District,"55,548","9,122",988
CA,06,03000,Arcata Elementary School District,"14,856",842,159
CA,06,03060,Arcohe Union Elementary School District,"4,774",489,42
CA,06,03090,Arena Union Elementary School District,"3,661",295,88
CA,06,03180,Armona Union Elementary School District,"7,258","1,183",241
CA,06,91136,Aromas-San Juan Unified School District,"9,993","1,502",147
CA,06,03270,Arvin Union School District,"19,886","3,659","1,102"
CA,06,03300,Atascadero Unified School District,"37,156","5,468",475
CA,06,03420,Atwater Elementary School District,"37,724","5,305","1,170"
CA,06,03480,Auburn Union Elementary School District,"35,949","3,002",231
CA,06,03600,Azusa Unified School District,"67,156","10,683","1,722"
CA,06,03610,Baker Valley Unified School District,550,121,5
CA,06,03630,Bakersfield City School District,"202,232","31,548","10,602"
CA,06,03690,Baldwin Park Unified School District,"68,977","11,699","2,116"
CA,06,03720,Ballard Elementary School District,"1,434",125,7
CA,06,03750,Ballico-Cressey Elementary School District,"2,012",285,45
CA,06,03780,Bangor Union Elementary School District,"1,235",137,20
CA,06,03840,Banning Unified School District,"36,037","5,510",915
CA,06,02571,Banta Unified School District,"9,830","1,873",93
CA,06,04020,Barstow Unified School District,"35,707","7,696","2,326"
CA,06,04080,Bass Lake Joint Union Elementary School District,"11,625","1,044",151
CA,06,04110,Bassett Unified School District,"25,438","4,238",721
CA,06,04200,Bayshore Elementary School District,"5,870",564,52
CA,06,04230,Bear Valley Unified School District,"19,245","2,628",245
CA,06,04260,Beardsley Elementary School District,"18,521","2,248",754
CA,06,04290,Beaumont Unified School District,"67,455","11,954","1,077"
CA,06,04350,Bella Vista Elementary School District,"3,842",342,38
CA,06,04500,Belleview Elementary School District,"1,743",163,18
CA,06,04380,Bellevue Union School District,"26,604","2,648",362
CA,06,04440,Bellflower Unified School District,"80,929","13,791","2,023"
CA,06,04530,Belmont-Redwood Shores Elementary School District,"42,757","4,537",152
CA,06,04620,Benicia Unified School District,"26,918","4,260",177
CA,06,04650,Bennett Valley Union Elementary School District,"9,892",685,41
CA,06,04740,Berkeley Unified School District,"119,875","10,292",686
CA,06,04800,Berryessa Union Elementary School District,"81,202","7,851",539
CA,06,04830,Beverly Hills Unified School District,"31,652","4,398",495
CA,06,04860,Big Creek Elementary School District,346,45,5
CA,06,04890,Big Lagoon Union Elementary School District,511,38,5
CA,06,91137,Big Oak Flat-Groveland Unified School District,"5,337",529,90
CA,06,04950,Big Pine Unified School District,"1,919",309,57
CA,06,04980,Big Springs Union Elementary School District,"1,846",186,34
CA,06,00031,Big Sur Unified School District,304,49,9
CA,06,05010,Big Valley Joint Unified School District,"1,442",217,42
CA,06,05040,Biggs Unified School District,"3,588",721,103
CA,06,01409,Bishop Unified School District,"13,122","1,951",205
CA,06,05190,Bitterwater-Tully Union Elementary School District,215,37,4
CA,06,05220,Black Butte Union Elementary School District,"4,518",324,46
CA,06,05240,Black Oak Mine Unified School District,"13,323","1,691",156
CA,06,05250,Blake Elementary School District,232,21,3
CA,06,05280,Blochman Union Elementary School District,746,76,10
CA,06,05400,Blue Lake Union Elementary School District,"2,290",187,29
CA,06,05490,Bogus Elementary School District,376,24,2
CA,06,05520,Bolinas-Stinson Union Elementary School District,"2,084",132,8
CA,06,05610,Bonita Unified School District,"61,127","9,642",757
