latitude,longitude,Offers CS?,is High School,School District Name,School Name,State,Grade Levels,teaches_cs
39.194682,-75.550354,No,HS,EARLY COLLEGE HIGH SCHOOL AT DEL STATE,EARLY COLLEGE SCHOOL AT DEL STATE,DE,__mihi,N
39.293361,-75.638188,Yes,HS,FIRST STATE MILITARY ACADEMY,First State Military Academy,DE,____hi,Y
34.178658,-86.319462,Yes,HS,MARSHALL COUNTY,Douglas High School,AL,____hi,Y
39.449831,-75.692653,Yes,HS,APPOQUINIMINK SCHOOL DISTRICT,Middletown High School,DE,____hi,Y
34.7192,-86.7425,Yes,HS,MADISON CITY,Bob Jones High School,AL,____hi,Y
34.705886,-86.791802,Yes,HS,MADISON CITY,James Clemens High School,AL,____hi,Y
33.433574,-86.089689,No,HS,AL INST DEAF AND BLIND,ALABAMA SCHOOL FOR BLIND,AL,elmihi,HN
33.6612,-85.82,Yes,HS,ANNISTON CITY,Anniston High School,AL,____hi,Y
39.704197,-75.683986,No,HS,RED CLAY CONSOLIDATED SCHOOL DISTRICT,MEADOWOOD PROGRAM,DE,elmihi,N
38.644047,-75.442171,No,HS,SUSSEX TECHNICAL SCHOOL DISTRICT,SUSSEX TECHNICAL HIGH SCHOOL,DE,____hi,N
30.4198,-87.5998,Yes,HS,BALDWIN COUNTY,Elberta High School,AL,____hi,Y
30.498068,-87.8836,Yes,HS,BALDWIN COUNTY,Fairhope High School,AL,____hi,Y
31.868278,-85.44613,No,HS,BARBOUR COUNTY,Barbour County High School,AL,__mihi,N
32.9472,-87.1426,Yes,HS,BIBB COUNTY,Bibb County High School,AL,____hi,Y
33.747043,-85.686986,Yes,HS,CALHOUN COUNTY,White Plains High School,AL,____hi,Y
34.1638,-85.6587,Yes,HS,CHEROKEE COUNTY,Cherokee County High School,AL,____hi,Y
32.749,-86.5088,Yes,HS,CHILTON COUNTY,Verbena High School,AL,elmihi,Y
31.431297,-86.937172,No,HS,CONECUH COUNTY,Genesis Innovative School,AL,elmihi,N
31.590445,-86.255144,Yes,HS,CRENSHAW COUNTY,Brantley High School,AL,elmihi,Y
34.712183,-85.675401,Yes,HS,DEKALB COUNTY,Ider School,AL,elmihi,Y
32.6338,-86.0296,Yes,HS,ELMORE COUNTY,Elmore County High School,AL,____hi,Y
33.995108,-86.037233,Yes,HS,GADSDEN CITY,Gadsden City High School,AL,____hi,Y
33.4605,-86.7905,Yes,HS,HOMEWOOD CITY,Homewood High School,AL,____hi,Y
33.7881,-85.7784,Yes,HS,JACKSONVILLE CITY,Jacksonville High School,AL,__mihi,Y
33.658482,-86.699674,Yes,HS,JEFFERSON COUNTY,Center Point High School,AL,____hi,Y
32.309751,-87.797303,Yes,HS,LINDEN CITY,Linden High School,AL,____hi,Y
32.4006,-85.7336,Yes,HS,MACON COUNTY,Booker T Washington High,AL,____hi,Y
34.02702,-87.762709,Yes,HS,MARION COUNTY,Brilliant School,AL,elmihi,Y
34.280192,-87.833809,Yes,HS,MARION COUNTY,Hackleburg High School,AL,__mihi,Y
33.450742,-86.915913,Yes,HS,MIDFIELD CITY,Midfield High School,AL,____hi,Y
30.6072,-88.0735,Yes,HS,MOBILE COUNTY,Ben C Rain High School,AL,____hi,Y
32.3432,-86.2626,Yes,HS,MONTGOMERY COUNTY,Johnson Abernathy Graetz High School,AL,____hi,Y
33.276126,-86.869538,Yes,HS,SHELBY COUNTY,Helena High School,AL,____hi,Y
33.703272,-86.370328,Yes,HS,ST CLAIR COUNTY,Saint Clair County High School,AL,____hi,Y
33.4915,-86.1602,Yes,HS,TALLADEGA COUNTY,Talladega County Central High,AL,__mihi,Y
31.8857,-87.7367,Yes,HS,THOMASVILLE CITY,Thomasville High School,AL,____hi,Y
33.1982,-87.5491,Yes,HS,TUSCALOOSA CITY,Central High School,AL,____hi,Y
33.3078,-87.6084,Yes,HS,TUSCALOOSA COUNTY,Tuscaloosa County High School,AL,____hi,Y
31.46182,-88.251362,Yes,HS,WASHINGTON COUNTY,Washington County High School,AL,elmihi,Y
34.079762,-87.213166,Yes,HS,WINSTON COUNTY,Meek High School,AL,elmihi,Y
30.28955,-87.618274,Yes,HS,ORANGE BEACH CITY,Orange Beach Middle/High School,AL,__mihi,Y
38.86992,-76.982691,Yes,HS,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,Anacostia Senior High School,DC,____hi,Y
38.914918,-77.004311,Yes,HS,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,McKinley Technical High School,DC,____hi,Y
38.862333,-76.993789,Yes,HS,THURGOOD MARSHALL ACADEMY PCS,Thurgood Marshall Academy Public Charter School,DC,____hi,Y
38.899256,-77.02259,No,HS,GIRLS GLOBAL ACADEMY PCS,GIRLS GLOBAL ACADEMY PCS,DC,____hi,N
28.519102,-81.467897,Yes,HS,FL VIRTUAL,Florida Virtual School Full-Time,FL,____hi,Y
29.680505,-82.434024,No,HS,ALACHUA,Santa Fe College High School Dual Enrollment,FL,____hi,N
30.1665,-85.6158,Yes,HS,BAY,Rutherford High School,FL,__mihi,Y
30.179513,-85.680762,Yes,HS,BAY,Central High School,FL,____hi,Y
26.0462,-80.198,Yes,HS,BROWARD,Hollywood Hills High School,FL,____hi,Y
25.976179,-80.261758,Yes,HS,BROWARD,Miramar High School,FL,____hi,Y
26.031518,-80.19799,Yes,HS,BROWARD,Sheridan Technical High School,FL,____hi,Y
25.9701,-80.3743,Yes,HS,BROWARD,Everglades High School,FL,____hi,Y
26.246587,-80.183665,Yes,HS,BROWARD,Broward Virtual Franchise,FL,__mihi,Y
28.907059,-82.579975,No,HS,CITRUS,Crystal River High School,FL,el__hi,N
28.818469,-82.49719,No,HS,CITRUS,Srmi @ Renaissance Center,FL,elmihi,N
26.2956,-81.5776,Yes,HS,COLLIER,Palmetto Ridge High School,FL,____hi,Y
25.5712,-80.3305,No,HS,MIAMI-DADE,Cutler Bay Senior High School,FL,____hi,N
25.8952,-80.3073,Yes,HS,MIAMI-DADE,Hialeah-Miami Lakes Senior High,FL,____hi,Y
25.839,-80.214,Yes,HS,MIAMI-DADE,Miami Northwestern Senior High,FL,____hi,Y
25.9651,-80.239,No,HS,MIAMI-DADE,Robert Renick Educational Center,FL,elmihi,N
25.915785,-80.14443,No,HS,MIAMI-DADE,Amikids Miami-Dade North,FL,__mihi,N
25.765094,-80.236406,Yes,HS,MIAMI-DADE,International Studies Charter High School,FL,____hi,Y
25.916,-80.2952,Yes,HS,MIAMI-DADE,Miami Lakes Educational Center And Technical College,FL,____hi,Y
25.4742,-80.4743,No,HS,MIAMI-DADE,School For Advanced Studies Homestead,FL,____hi,N
25.804998,-80.198905,Yes,HS,MIAMI-DADE,Young Men'S Preparatory Academy,FL,__mihi,Y
25.439978,-80.494101,No,HS,MIAMI-DADE,Miami Community Charter High School,FL,____hi,N
25.8964,-80.2553,No,HS,MIAMI-DADE,North Park High School,FL,____hi,N
25.560902,-80.329703,No,HS,MIAMI-DADE,Mater Academy Bay High School,FL,____hi,N
25.78893,-80.190942,Yes,HS,MIAMI-DADE,Somerset College Preparatory Academy South High School,FL,____hi,Y
25.78893,-80.190942,No,HS,MIAMI-DADE,Somerset Lakeside High School,FL,____hi,N
27.2227,-81.8393,No,HS,DESOTO,Desoto County High School,FL,____hi,N
27.225,-81.8686,No,HS,DESOTO,Desoto Secondary School,FL,elmihi,N
30.3423,-81.7283,No,HS,DUVAL,Palm Avenue Excep. Student Center,FL,__mihi,N
30.250956,-81.615773,No,HS,DUVAL,Duval Virtual Instruction Program,FL,elmihi,N
30.336649,-81.57204,No,HS,DUVAL,Lone Star High School,FL,____hi,N
30.33776,-81.696501,No,HS,DUVAL,The Bridge To Success Academy At W Jacksonville,FL,elmihi,N
30.447045,-87.222532,No,HS,ESCAMBIA,County Administrative Annex,FL,el__hi,N
30.9668,-87.4064,No,HS,ESCAMBIA,Northview High School,FL,____hi,N
27.558135,-81.814149,Yes,HS,HARDEE,Hardee Virtual Franchise,FL,elmihi,Y
28.5664,-82.3777,No,HS,HERNANDO,Hernando Virtual Instruction Program,FL,elmihi,N
27.9911,-82.1278,Yes,HS,HILLSBOROUGH,Plant City Senior High School,FL,____hi,Y
27.851293,-82.312454,Yes,HS,HILLSBOROUGH,Riverview High School,FL,____hi,Y
28.1347,-82.3845,Yes,HS,HILLSBOROUGH,Freedom High School,FL,____hi,Y
27.852681,-82.272172,No,HS,HILLSBOROUGH,Bell Creek Academy High School,FL,____hi,N
27.967552,-82.342244,No,HS,HILLSBOROUGH,Lake Academy,FL,elmihi,N
30.785936,-85.694454,No,HS,HOLMES,Holmes County High School,FL,____hi,N
30.7096,-84.9217,No,HS,JACKSON,Sneads High School,FL,____hi,N
28.807719,-81.8887,No,HS,LAKE,Leesburg High School,FL,____hi,N
28.806648,-81.728995,Yes,HS,LAKE,Tavares High School,FL,____hi,Y
28.835929,-81.688387,Yes,HS,LAKE,Lake Virtual Franchise,FL,elmihi,Y
26.6632,-81.9147,No,HS,LEE,North Fort Myers High School,FL,____hi,N
26.6441,-81.851,No,HS,LEE,Royal Palm Exceptional School Center,FL,elmihi,N
26.60689,-81.860311,No,HS,LEE,Pace School For Girls,FL,__mihi,N
26.6332,-81.855,No,HS,LEE,Sw Fl Addiction Services-The Vince Smith Center,FL,__mihi,N
26.5997,-81.8536,No,HS,LEE,Lee Virtual Instruction Program,FL,elmihi,N
30.471068,-83.409697,No,HS,MADISON,Madison Virtual Instruction Program,FL,elmihi,N
27.4683,-82.5507,Yes,HS,MANATEE,Southeast High School,FL,____hi,Y
29.304307,-82.188527,No,HS,MARION,Ocala Center For Success And Independence,FL,__mihi,N
29.19006,-82.136481,No,HS,MARION,Pace Center For Girls Inc.,FL,__mihi,N
27.170326,-80.250423,Yes,HS,MARTIN,Martin County High School,FL,____hi,Y
27.1424,-80.2328,No,HS,MARTIN,Willoughby Learning Center,FL,elmihi,N
27.18113,-80.238121,No,HS,MARTIN,Martin Virtual Instruction Program,FL,elmihi,N
27.134454,-80.21801,No,HS,MARTIN,Indiantown High School,FL,____hi,N
30.7895,-86.5602,Yes,HS,OKALOOSA,Crestview High School,FL,____hi,Y
30.425105,-86.666123,No,HS,OKALOOSA,Okaloosa Academy,FL,elmihi,N
27.236529,-80.831553,No,HS,OKEECHOBEE,Okeechobee Virtual Instruction Program,FL,elmihi,N
28.4696,-81.4769,Yes,HS,ORANGE,Dr. Phillips High,FL,el__hi,Y
28.601514,-81.385671,No,HS,ORANGE,Pace Center For Girls,FL,__mihi,N
28.456971,-81.397736,No,HS,ORANGE,Project Compass,FL,__mihi,N
28.5737,-81.4128,Yes,HS,ORANGE,Orlando Science Middle High Charter,FL,__mihi,Y
28.478516,-81.471501,No,HS,ORANGE,Universal Education Center,FL,____hi,N
28.506442,-81.375503,No,HS,ORANGE,Ucp Transitional Learning Academy Charter,FL,__mihi,N
30.200772,-81.572353,No,HS,OSCEOLA,Florida Cyber Charter Academy At Osceola,FL,elmihi,N
28.262109,-81.523334,No,HS,OSCEOLA,Oasis Residential Center,FL,__mihi,N
26.8771,-80.1053,Yes,HS,PALM BEACH,William T. Dwyer High School,FL,el__hi,Y
26.7078,-80.1688,No,HS,PALM BEACH,Turning Points Academy,FL,__mihi,N
26.94748,-80.140306,No,HS,PALM BEACH,The Learning Academy At The Els Center Of Excellence,FL,____hi,N
26.528857,-80.196163,No,HS,PALM BEACH,Somerset Academy Canyons High School,FL,____hi,N
26.816263,-80.085391,No,HS,PALM BEACH,Palm Beach Virtual Instruction (Course Offerings),FL,elmihi,N
26.702635,-80.085956,No,HS,PALM BEACH,Florida Futures Academy,FL,____hi,N
26.667308,-80.23615,No,HS,PALM BEACH,Somerset Academy Wellington High School,FL,____hi,N
28.2617,-82.4813,Yes,HS,PASCO,Land O'Lakes High School,FL,____hi,Y
28.189543,-82.326795,Yes,HS,PASCO,Wiregrass Ranch High School,FL,____hi,Y
28.376404,-82.549228,Yes,HS,PASCO,Pasco eSchool,FL,__mihi,Y
28.274193,-82.67736,No,HS,PASCO,Baycare Behavioral Health,FL,elmihi,N
27.9199,-82.786,Yes,HS,PINELLAS,Largo High School,FL,el__hi,Y
28.1272,-82.7013,Yes,HS,PINELLAS,East Lake High School,FL,el__hi,Y
28.010796,-82.711176,No,HS,PINELLAS,Enterprise Charter High School,FL,____hi,N
27.9111,-81.5959,No,HS,POLK,Roosevelt Academy,FL,__mihi,N
28.076588,-81.654236,No,HS,POLK,Ridge Teen Parent Program,FL,elmihi,N
28.037481,-81.973021,Yes,HS,POLK,Polk Full Time Eschool,FL,elmihi,Y
28.03163,-81.910961,No,HS,POLK,Real Academy (Reaching Every Adolescent Learner),FL,elmihi,N
27.0745,-82.2248,No,HS,SARASOTA,North Port High School,FL,el__hi,N
28.779445,-81.283002,Yes,HS,SEMINOLE,Seminole High School,FL,el__hi,Y
28.6732,-81.2185,Yes,HS,SEMINOLE,Oviedo High School,FL,____hi,Y
28.6873,-81.3441,Yes,HS,SEMINOLE,Lyman High School,FL,el__hi,Y
30.080927,-81.563244,Yes,HS,ST. JOHNS,Creekside High School,FL,____hi,Y
27.329757,-80.447604,No,HS,ST. LUCIE,Mosaic Digital Academy (St. Lucie Virtual Franchise),FL,elmihi,N
30.0153,-82.3397,No,HS,UNION,Union County High School,FL,____hi,N
29.2463,-81.458,Yes,HS,VOLUSIA,Td Taylor Middle High School,FL,__mihi,Y
29.2384,-81.0166,No,HS,VOLUSIA,Riverview Learning Center,FL,elmihi,N
33.046,-85.0344,Yes,HS,TROUP COUNTY,Lagrange High School,GA,____hi,Y
33.915485,-84.579996,No,HS,DEPARTMENT OF JUVENILE JUSTICE,MARIETTA REGIONAL YOUTH DETENTION CENTER,GA,__mihi,HN
33.753637,-84.420896,Yes,HS,ATLANTA PUBLIC SCHOOLS,Booker T. Washington High School,GA,____hi,Y
33.944456,-83.657318,Yes,HS,BARROW COUNTY,Barrow Arts And Sciences Academy,GA,__mihi,Y
34.282129,-84.762336,Yes,HS,BARTOW COUNTY,Cass High School,GA,____hi,Y
33.7324,-85.0255,No,HS,CARROLL COUNTY,Temple High School,GA,____hi,N
33.5427,-84.3428,Yes,HS,CLAYTON COUNTY,Jonesboro High School,GA,____hi,Y
33.8961,-84.6788,Yes,HS,COBB COUNTY,Mceachern High School,GA,____hi,Y
33.9259,-84.6674,Yes,HS,COBB COUNTY,Hillgrove High School,GA,____hi,Y
33.4686,-84.6666,Yes,HS,COWETA COUNTY,Northgate High School,GA,____hi,Y
33.3469,-84.658,Yes,HS,COWETA COUNTY,East Coweta High School,GA,____hi,Y
33.8982,-84.306,Yes,HS,DEKALB COUNTY,Chamblee High School,GA,____hi,Y
33.7595,-84.2673,Yes,HS,DEKALB COUNTY,Dekalb School Of The Arts,GA,____hi,Y
32.103759,-83.799753,Yes,HS,DOOLY COUNTY,Dooly County High School,GA,____hi,Y
32.093044,-83.783882,Yes,HS,DOOLY COUNTY,DOOLY COUNTY PREP ACADEMY,GA,__mihi,HY
32.539286,-82.927015,No,HS,DUBLIN CITY,MOORE STREET FACILITY,GA,__mihi,HN
32.1879,-81.334,Yes,HS,EFFINGHAM COUNTY,South Effingham High School,GA,____hi,Y
34.0995,-84.3364,Yes,HS,FULTON COUNTY,Milton High School,GA,____hi,Y
34.299754,-83.844685,Yes,HS,GAINESVILLE CITY,Gainesville High School,GA,____hi,Y
30.8723,-84.1999,Yes,HS,GRADY COUNTY,Cairo High School,GA,____hi,Y
33.8595,-84.1139,Yes,HS,GWINNETT COUNTY,Parkview High School,GA,____hi,Y
34.01,-84.1438,Yes,HS,GWINNETT COUNTY,Duluth High School,GA,____hi,Y
33.9488,-84.0003,Yes,HS,GWINNETT COUNTY,Central Gwinnett High School,GA,____hi,Y
33.8837,-84.04,Yes,HS,GWINNETT COUNTY,Brookwood High School,GA,____hi,Y
34.078935,-83.911771,Yes,HS,GWINNETT COUNTY,Seckinger High School,GA,____hi,Y
33.438467,-84.136988,Yes,HS,HENRY COUNTY,Mcdonough High School,GA,____hi,Y
33.380105,-84.255041,Yes,HS,HENRY COUNTY,Hampton High School,GA,____hi,Y
32.4675,-83.7258,Yes,HS,HOUSTON COUNTY,Perry High School,GA,____hi,Y
31.5776,-83.2394,No,HS,IRWIN COUNTY,IRWIN COUNTY HIGH SCHOOL,GA,____hi,HN
34.1184,-83.2123,Yes,HS,MADISON COUNTY,Madison County High School,GA,____hi,Y
33.599542,-83.449301,Yes,HS,MORGAN COUNTY,Morgan County High School,GA,____hi,Y
34.7778,-84.786,Yes,HS,MURRAY COUNTY,Murray County High School,GA,____hi,Y
33.8925,-84.8334,Yes,HS,PAULDING COUNTY,Paulding County High School,GA,____hi,Y
33.089052,-84.344551,No,HS,PIKE COUNTY,ZEBULON HIGH SCHOOL,GA,____hi,HN
33.356,-82.0016,Yes,HS,RICHMOND COUNTY,Cross Creek High School,GA,____hi,Y
33.6674,-84.0074,Yes,HS,ROCKDALE COUNTY,Rockdale County High School,GA,____hi,Y
32.8251,-83.2136,No,HS,WILKINSON COUNTY,Wilkinson County High School,GA,____hi,N
21.385067,-157.74776,No,HS,HAWAII DEPARTMENT OF EDUCATION,Kailua High School,HI,____hi,N
19.721774,-155.096713,Yes,HS,HAWAII DEPARTMENT OF EDUCATION,Hilo High School,HI,____hi,Y
19.509758,-155.915333,Yes,HS,HAWAII DEPARTMENT OF EDUCATION,Konawaena High School,HI,____hi,Y
20.888993,-156.658132,Yes,HS,HAWAII DEPARTMENT OF EDUCATION,Lahainaluna High School,HI,____hi,Y
21.958728,-159.359981,No,HS,HAWAII DEPARTMENT OF EDUCATION,Kauai High School,HI,____hi,N
21.315597,-158.007986,Yes,HS,HAWAII DEPARTMENT OF EDUCATION,James Campbell High School,HI,____hi,Y
21.279228,-157.77329,Yes,HS,HAWAII DEPARTMENT OF EDUCATION,Kalani High School,HI,____hi,Y
21.387435,-158.007369,Yes,HS,HAWAII DEPARTMENT OF EDUCATION,Hawaii Technology Academy-PCS,HI,elmihi,Y
43.831859,-115.833654,Yes,HS,BASIN SCHOOL DISTRICT,IDAHO CITY HIGH SCHOOL,ID,__mihi,Y
43.659795,-116.638606,Yes,HS,THOMAS JEFFERSON CHARTER SCHOOL INC.,THOMAS JEFFERSON CHARTER,ID,elmihi,HY
44.515763,-116.045756,No,HS,CASCADE DISTRICT,CASCADE JR/SR HIGH SCHOOL,ID,__mihi,HN
42.526505,-113.804174,No,HS,CASSIA COUNTY JOINT DISTRICT,BURLEY SENIOR HIGH SCHOOL,ID,____hi,N
47.697979,-116.805501,Yes,HS,COEUR D'ALENE DISTRICT,COEUR D'ALENE VIRTUAL ACADMEY,ID,elmihi,HY
47.333407,-116.890619,No,HS,PLUMMER-WORLEY JOINT DISTRICT,LAKESIDE HIGH SCHOOL,ID,____hi,HN
43.872692,-116.484128,No,HS,EMMETT INDEPENDENT DISTRICT,BLACK CANYON JR/SR HIGH SCHOOL,ID,__mihi,HN
43.864037,-116.508638,No,HS,EMMETT INDEPENDENT DISTRICT,EMMETT HIGH SCHOOL,ID,____hi,N
44.072548,-111.439605,Yes,HS,FREMONT COUNTY JOINT DISTRICT,NORTH FREMONT JR/SR HIGH SCHOOL,ID,__mihi,Y
43.493676,-112.027763,No,HS,IDAHO FALLS DISTRICT,EMERSON HIGH SCHOOL,ID,____hi,HN
43.493202,-112.019154,No,HS,IDAHO FALLS DISTRICT,D91 ONLINE ACADEMY - SECONDARY,ID,__mihi,HN
42.727382,-114.519763,No,HS,JEROME JOINT DISTRICT,FALLS CITY ACADEMY,ID,__mihi,HN
47.399425,-116.670258,No,HS,KOOTENAI DISTRICT,KOOTENAI JR/SR HIGH SCHOOL,ID,__mihi,HN
43.613737,-116.416251,Yes,HS,JOINT SCHOOL DISTRICT NO. 2,MERIDIAN HIGH SCHOOL,ID,____hi,Y
43.69458,-116.336867,No,HS,JOINT SCHOOL DISTRICT NO. 2,EAGLE ACADEMY,ID,____hi,HN
43.613737,-116.416251,No,HS,JOINT SCHOOL DISTRICT NO. 2,ADA PROFESSIONAL-TECHNICAL CENTER,ID,____hi,HN
43.659975,-116.375522,No,HS,JOINT SCHOOL DISTRICT NO. 2,CENTRAL ACADEMY HIGH SCHOOL,ID,____hi,HN
42.6191,-113.677586,No,HS,MINIDOKA COUNTY JOINT DISTRICT,MINI-CASSIA JUVENILE DETENTION CENTER,ID,elmihi,HN
46.493562,-116.263802,Yes,HS,OROFINO JOINT DISTRICT,OROFINO HIGH SCHOOL,ID,__mihi,Y
42.80779,-112.372264,Yes,HS,POCATELLO DISTRICT,CENTURY HIGH SCHOOL,ID,____hi,HY
43.373425,-112.135306,No,HS,SHELLEY JOINT DISTRICT,SHELLEY SENIOR HIGH SCHOOL,ID,____hi,N
44.677803,-113.360883,No,HS,SOUTH LEMHI DISTRICT,LEADORE SCHOOL,ID,elmihi,N
37.553769,-88.978411,No,HS,GOREVILLE CUD 1,Goreville High School,IL,____hi,N
40.203307,-89.707954,No,HS,ILLINI CENTRAL CUSD 189,Illini Central High School,IL,____hi,N
41.454583,-89.681677,No,HS,BUREAU VALLEY CUSD 340,Bureau Valley High School,IL,____hi,N
41.0273,-89.2898,Yes,HS,MIDLAND CUSD 7,Midland High School,IL,____hi,Y
41.880598,-87.630555,Yes,HS,INTRINSIC 2 CHARTER HIGH SCHOOL,Intrinsic 2 Charter High School,IL,____hi,Y
42.103782,-87.959381,Yes,HS,TOWNSHIP HSD 214,John Hersey High School,IL,____hi,Y
42.078589,-87.94884,Yes,HS,TOWNSHIP HSD 214,Prospect High School,IL,____hi,Y
40.229746,-90.3522,No,HS,ASTORIA CUSD 1,Astoria High School,IL,____hi,N
41.783291,-88.324895,No,HS,AURORA WEST USD 129,HOPE D WALL TMH CHILD DEV CTR,IL,elmihi,HN
41.848218,-88.330565,Yes,HS,BATAVIA USD 101,Batavia Sr High School,IL,____hi,Y
42.244041,-88.83069,Yes,HS,BELVIDERE CUSD 100,Belvidere High School,IL,____hi,Y
37.996968,-88.912751,No,HS,BENTON CONS HSD 103,Benton Cons High School,IL,____hi,N
38.9094,-90.0629,Yes,HS,BETHALTO CUSD 8,Civic Memorial High School,IL,____hi,Y
39.040012,-89.960727,Yes,HS,BUNKER HILL CUSD 8,Bunker Hill High School,IL,__mihi,Y
37.952857,-89.566095,No,HS,TRICO CUSD 176,Trico Senior High School,IL,____hi,N
37.75967,-89.10747,Yes,HS,CARTERVILLE CUSD 5,Carterville High School,IL,____hi,Y
41.7486,-87.7206,Yes,HS,CITY OF CHICAGO SD 299,Bogan High School,IL,____hi,Y
41.8139,-87.6029,Yes,HS,CITY OF CHICAGO SD 299,King College Prep High School,IL,____hi,Y
41.9881,-87.7014,Yes,HS,CITY OF CHICAGO SD 299,Mather High School,IL,____hi,Y
41.943,-87.7769,Yes,HS,CITY OF CHICAGO SD 299,Chicago Academy High School,IL,____hi,Y
41.734303,-87.557463,Yes,HS,CITY OF CHICAGO SD 299,Bowen High School,IL,____hi,Y
42.0088,-87.6729,Yes,HS,CITY OF CHICAGO SD 299,Chicago Math And Science Academy,IL,__mihi,Y
41.835226,-87.735982,Yes,HS,CITY OF CHICAGO SD 299,World Language High School,IL,____hi,Y
41.8902,-87.7671,Yes,HS,CITY OF CHICAGO SD 299,Douglass Academy High School,IL,____hi,Y
41.935954,-87.717962,Yes,HS,CITY OF CHICAGO SD 299,Aspira Charter - Business and Finance HS,IL,____hi,Y
41.8651,-87.7248,No,HS,CITY OF CHICAGO SD 299,YCCS-CCA Academy HS,IL,____hi,N
41.734303,-87.557463,No,HS,CITY OF CHICAGO SD 299,Noble St Chtr-Baker Campus,IL,____hi,N
41.759977,-87.58294,No,HS,CITY OF CHICAGO SD 299,ART IN MOTION CHARTER SCHOOL,IL,__mihi,HN
40.570627,-87.892188,No,HS,CISSNA PARK CUSD 6,Cissna Park Sr High School,IL,____hi,N
40.9596,-87.9177,No,HS,CENTRAL CUSD 4,Central High School,IL,____hi,N
38.186892,-89.606303,No,HS,COULTERVILLE USD 1,Coulterville High School,IL,____hi,N
41.441844,-87.649801,Yes,HS,CRETE MONEE CUSD 201U,Crete-Monee High School,IL,____hi,Y
42.2704,-88.3142,Yes,HS,CHSD 155,Prairie Ridge High School,IL,____hi,Y
41.9544,-88.758523,Yes,HS,DEKALB CUSD 428,DeKalb High School,IL,____hi,Y
40.885315,-87.612927,No,HS,DONOVAN CUSD 3,Donovan Sr High School,IL,____hi,N
38.376245,-88.067618,No,HS,EDWARDS COUNTY CUSD 1,Edwards County High School,IL,____hi,N
42.000907,-88.283647,Yes,HS,SD U-46,South Elgin High School,IL,____hi,Y
41.9223,-87.8296,Yes,HS,ELMWOOD PARK CUSD 401,Elmwood Park High School,IL,____hi,Y
41.1855,-88.3025,No,HS,GARDNER S WILMINGTON TWP HSD 73,Gardner-South Wilmington Twp H S,IL,____hi,N
42.0971,-88.7185,No,HS,GENOA KINGSTON CUSD 424,Genoa-Kingston High School,IL,____hi,N
41.8796,-88.0603,Yes,HS,GLENBARD TWP HSD 87,Glenbard West High School,IL,____hi,Y
38.2584,-88.0058,No,HS,GRAYVILLE CUSD 1,Grayville Jr Sr High School,IL,__mihi,N
38.901345,-89.399263,Yes,HS,BOND COUNTY CUSD 2,Bond Cty Comm Unit 2 High School,IL,____hi,Y
40.396035,-91.343859,Yes,HS,HAMILTON CCSD 328,Hamilton High School,IL,____hi,Y
39.1519,-89.4875,Yes,HS,HILLSBORO CUSD 3,Hillsboro High School,IL,____hi,Y
34.943828,-119.674697,No,HS,CUYAMA JOINT UNIFIED,SIERRA MADRE HIGH (CONTINUATION),CA,____hi,HN
34.607493,-120.100475,No,HS,SANTA YNEZ VALLEY UNION HIGH,REFUGIO HIGH,CA,____hi,HN
36.428904,-121.326796,No,HS,SOLEDAD UNIFIED,SOLEDAD TRANSITION CENTER,CA,____hi,HN
39.74571,-122.016725,No,HS,HAMILTON UNIFIED,ELLA BARKLEY HIGH,CA,____hi,HN
36.434718,-121.323281,No,HS,SOLEDAD UNIFIED,PINNACLES HIGH,CA,____hi,HN
39.153357,-122.157448,No,HS,WILLIAMS UNIFIED,MID VALLEY HIGH (CONTINUATION),CA,____hi,HN
36.008816,-120.125446,No,HS,REEF-SUNSET UNIFIED,SUNRISE HIGH (CONTINUATION),CA,____hi,HN
32.985311,-115.539693,No,HS,BRAWLEY UNION HIGH,RENAISSANCE,CA,____hi,HN
32.816294,-115.38612,No,HS,HOLTVILLE UNIFIED,SAM WEBB CONTINUATION,CA,____hi,HN
36.5279,-119.384,No,HS,DINUBA UNIFIED,SIERRA VISTA HIGH (CONTINUATION),CA,____hi,HN
38.183942,-120.005374,No,HS,SUMMERVILLE UNION HIGH,MOUNTAIN HIGH,CA,____hi,HN
39.401343,-122.011276,No,HS,PRINCETON JOINT UNIFIED,PRINCETON LANDING HIGH (CONT),CA,____hi,HN
35.979067,-116.272658,No,HS,DEATH VALLEY UNIFIED,SHOSHONE HIGH (CONTINUATION),CA,____hi,HN
38.330262,-121.568913,No,HS,RIVER DELTA JOINT UNIFIED,MOKELUMNE HIGH (CONTINUATION),CA,____hi,HN
38.679349,-121.971448,No,HS,ESPARTO UNIFIED,MADISON COMMUNITY HIGH,CA,____hi,HN
36.2094,-120.0987,No,HS,COALINGA-HURON UNIFIED,CHESNUT HIGH (CONTINUATION),CA,____hi,HN
35.275495,-116.072947,No,HS,BAKER VALLEY UNIFIED,BAKER HIGH,CA,____hi,HN
40.456011,-123.528719,No,HS,SOUTHERN TRINITY JOINT UNIFIED,MT. LASSIC HIGH (CONTINUATION),CA,____hi,HN
38.088119,-120.19667,No,HS,SUMMERVILLE UNION HIGH,SOUTH FORK HIGH,CA,____hi,HN
37.672743,-119.80842,No,HS,MARIPOSA COUNTY UNIFIED,YOSEMITE PARK HIGH,CA,____hi,HN
