latitude,longitude,Offers CS?,School District Name,School Name,State,Agency ID,State Abbr,Grades 9-12 Students [District] 2023-24,Male Students [District] 2023-24,Female Students [District] 2023-24,American Indian/Alaska Native Students [District] 2023-24,Asian or Asian/Pacific Islander Students [District] 2023-24,Hispanic Students [District] 2023-24,Black or African American Students [District] 2023-24,White Students [District] 2023-24,Nat. Hawaiian or Other Pacific Isl. Students [District] 2023-24,Two or More Races Students [District] 2023-24,Pupil/Teacher Ratio [District] 2023-24,Full-Time Equivalent (FTE) Teachers [District] 2023-24,Total Staff [District] 2023-24,Librarians/media specialists [District] 2023-24,Media Support Staff [District] 2023-24,Total Revenue - Local Sources (TLOCREV) [District Finance] 2020-21,Total Revenue - State Sources (TSTREV) [District Finance] 2020-21,Total Revenue - Federal Sources (TFEDREV) [District Finance] 2020-21,Total Revenue (TOTALREV) per Pupil (V33) [District Finance] 2020-21,Diploma Recipients & Other Completers [District] 2022-23,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
35.15221,-88.596229,0,MCNAIRY COUNTY,McNairy County Adult Learning Center,TN,4702880,TN,1191,1942,1880,5,12,107,231,3379,0,88,12.18,313.83,616.33,7,2,8453000,27324000,7977000,11099,289,"26,163","4,169",836
36.075046,-87.381785,0,DICKSON COUNTY,Special Services,TN,4701020,TN,2457,4128,3881,10,59,801,271,6326,5,537,12.93,619.25,1317.39,13.5,3,33395000,43628000,9727000,10802,537,"56,729","9,397","1,241"
35.521099,-84.367346,0,MONROE COUNTY,Monroe County Virtual School,TN,4703000,TN,1980,2638,2373,8,18,401,66,4388,1,129,17.2,291.33,669.33,5.33,3,14123000,31983000,10455000,11339,454,"48,594","5,860","1,115"
30.61834,-97.659021,0,HUTTO ISD,STEP - CORE,TX,4824100,TX,2925,5201,4834,34,393,4685,1321,2895,15,692,14.48,693.15,1406.73,7.73,0,63034000,42568000,6476000,13309,678,"51,514","9,898",715
34.060531,-101.847107,0,MULLIN ISD,MULLIN VISION QUEST,TX,4831920,TX,94,134,77,0,2,57,35,110,0,7,5.68,37.15,73.25,0,0,1415000,2723000,1109000,24180,14,783,110,37
30.881943,-102.882961,0,FORT STOCKTON ISD,BUTZ PREPARATORY ACADEMY,TX,4820190,TX,3453,3888,4539,40,134,4669,1318,1873,17,376,52.67,160,353.67,0,0,27725000,6276000,5503000,17101,169,"12,839","2,309",468
29.223397,-99.791462,0,UVALDE CISD,UVALDE CISD VIRTUAL ACADEMY,TX,4843720,TX,1297,2055,2007,0,11,3664,13,355,1,18,13.95,291.18,759.43,1.51,1,16816000,27226000,12359000,13591,294,"21,929","4,208","1,388"
43.0422,-91.1361,0,PRAIRIE DU CHIEN AREA SCHOOL DISTRICT,Mighty River Academy of Virtual Education,WI,5512150,WI,323,509,462,4,10,23,7,896,1,30,12.15,79.91,161.89,0.2,2,7379000,9391000,1790000,17493,87,"7,976","1,056",138
33.026731,-111.948147,1,MARICOPA UNIFIED SCHOOL DISTRICT (4441),DESERT SUNRISE HIGH SCHOOL,AZ,0404720,AZ,3154,4770,4455,368,193,4165,1434,2319,60,686,18.35,502.8,1075.49,2,0,22365000,52663000,9598000,11175,555,"69,965","13,163","1,442"
36.645768,-120.254251,1,GOLDEN PLAINS UNIFIED,Tranquillity High School,CA,0691134,CA,407,714,674,0,7,1347,19,14,0,1,16.78,82.7,199.69,0,0,8048000,17664000,5527000,20552,92,"6,762","1,723",256
38.019974,-121.088419,1,LINDEN UNIFIED,PRIDE CONTINUATION,CA,0621810,CA,754,1154,1121,27,42,1482,3,673,4,44,21.26,107.01,243.86,0,0,9686000,19904000,4255000,14570,196,"12,490","2,310",274
35.149936,-119.464775,1,TAFT UNION HIGH,BUENA VISTA HIGH (CONTINUATION),CA,0638730,CA,1138,568,570,5,10,705,6,396,1,15,18.25,62.37,163.66,0.5,0,15069000,14271000,2345000,28936,247,"19,417","1,309",325
36.748115,-120.378616,1,MENDOTA UNIFIED,Mendota High School,CA,0600022,CA,1126,1978,1971,0,12,3892,2,39,0,4,22.57,174.98,369.76,0,0,6826000,46449000,11918000,17773,214,"14,162","3,310",889
36.431747,-119.855326,1,RIVERDALE JOINT UNIFIED,Riverdale High School,CA,0600040,CA,554,738,718,1,4,1316,6,127,0,2,17.48,83.31,167.86,0,0,6596000,16479000,4626000,18616,136,"7,733","1,576",242
40.584884,-124.259977,1,FERNDALE UNIFIED,Ferndale High School,CA,0600037,CA,133,232,249,20,3,104,2,343,0,9,15.58,30.94,59.81,0,0,2469000,4172000,1118000,17090,23,"2,710",418,46
36.419551,-119.102898,1,WOODLAKE UNIFIED,Woodlake High School,CA,0601418,CA,711,1033,1051,12,14,1891,1,164,0,2,20.28,102.79,242.67,0,0,6174000,25288000,9265000,19684,173,"12,608","2,312",567
36.539596,-119.838122,1,CARUTHERS UNIFIED,Caruthers High School,CA,0600067,CA,691,779,752,9,45,1338,5,58,2,74,19.18,79.83,176.73,0,0,5307000,21439000,6269000,21055,174,"8,763","1,464",307
38.568305,-119.508986,1,EASTERN SIERRA UNIFIED,COLEVILLE HIGH,CA,0611870,CA,85,190,178,20,1,147,3,189,0,8,13.06,28.17,66.77,0,0,9864000,1838000,1695000,33493,25,"4,244",507,71
36.802932,-118.19639,1,OWENS VALLEY UNIFIED,OWENS VALLEY HIGH,CA,0629190,CA,25,44,57,16,1,42,2,20,0,20,12.05,8.38,18.88,0,0,2338000,260000,237000,45000,3,585,67,15
35.594797,-119.34653,1,WASCO UNION HIGH,WASCO HIGH,CA,0641430,CA,1807,920,887,1,12,1704,32,56,0,2,20.59,87.78,188.47,0.24,0,13852000,15800000,4646000,17854,460,"31,108","2,080",452
36.914347,-121.792284,1,PAJARO VALLEY UNIFIED,PAJARO VALLEY HIGH,CA,0629490,CA,5529,8675,8325,21,184,14244,36,2255,21,239,21.14,804.75,1927.78,0,0,97887000,187208000,56120000,18205,1190,"107,503","19,006","3,892"
38.915117,-123.699055,1,POINT ARENA JOINT UNION HIGH,Point Arena Joint Union High School,CA,0631230,CA,143,77,66,11,0,88,0,40,1,3,9.09,15.73,45.1,0,0,†,†,†,†,33,"5,833",202,52
38.247697,-122.895274,1,SHORELINE UNIFIED,Tomales High School,CA,0636670,CA,133,266,209,2,6,293,1,160,1,12,12.66,37.61,83.33,0,0,13729000,2407000,2645000,37562,42,"5,933",638,36
33.571858,-116.161326,1,COACHELLA VALLEY UNIFIED,DESERT MIRAGE HIGH,CA,0609070,CA,4901,8269,7768,58,22,15697,30,143,1,86,19.88,807.21,2015.1,0,0,76758000,200534000,59519000,19470,1040,"89,377","18,983","3,253"
36.609431,-119.461895,1,KINGS CANYON JOINT UNIFIED,REEDLEY MIDDLE COLLEGE HIGH,CA,0619700,CA,3193,4992,4665,27,83,8506,26,783,4,228,21.83,442.47,1116.99,1.27,0,27112000,121801000,29584000,18528,724,"47,302","10,106","2,376"
35.21782,-118.837013,1,KERN HIGH,Arvin High School,CA,0619540,CA,43116,21941,21152,227,1587,30941,2318,7083,124,813,23.57,1828.94,3770.04,1.65,0,187409000,459406000,93759000,17479,9297,"666,555","46,951","10,177"
36.209676,-121.133205,1,SOUTH MONTEREY COUNTY JOINT UNION HIGH,King City High School,CA,0619650,CA,2731,1409,1322,8,16,2597,2,99,2,7,23.25,117.47,243.75,0,0,12701000,30267000,8502000,19357,579,"38,318","2,806",469
40.551092,-123.171146,1,MOUNTAIN VALLEY UNIFIED,Hayfork High School,CA,0600018,CA,101,181,158,8,83,24,0,194,0,30,18.87,18.02,52.33,0,0,2145000,3692000,1003000,22208,21,"5,993",764,236
32.74958,-114.598281,1,SAN PASQUAL VALLEY UNIFIED,SAN PASQUAL VALLEY HIGH,CA,0635070,CA,204,290,298,266,0,285,2,15,0,20,13.85,42.52,109.97,0,0,2386000,8020000,6610000,27941,38,"2,959",635,171
36.21169,-119.067414,1,LINDSAY UNIFIED,LINDSAY SENIOR HIGH,CA,0621870,CA,1243,2026,1960,8,25,3782,9,129,3,30,21.08,189.17,543.7,0,0,9316000,63607000,36449000,26893,275,"17,360","4,279",980
32.982728,-115.534177,1,BRAWLEY UNION HIGH,Brawley Union High School,CA,0605820,CA,2022,1027,994,1,16,1911,11,74,1,7,23.38,86.48,180.24,0,0,5927000,24539000,3951000,17047,496,"29,457","2,156",462
39.061005,-122.918925,1,LAKEPORT UNIFIED,Clear Lake High School,CA,0620670,CA,422,694,661,129,32,529,16,547,2,100,17.82,76.28,167.32,0,0,7364000,11774000,3202000,16095,135,"11,323","1,703",260
37.11474,-120.262262,1,CHOWCHILLA UNION HIGH,Chowchilla Union High School,CA,0608550,CA,1135,579,556,8,29,797,18,265,0,18,23.33,48.65,119.57,0,0,6469000,9011000,2136000,16044,242,"24,696","1,241",247
36.518963,-119.546277,1,KINGSBURG JOINT UNION HIGH,Kingsburg High School,CA,0619830,CA,1227,616,609,2,27,794,7,355,0,40,20.12,60.97,105.39,0,0,7806000,11080000,2590000,18032,324,"18,323","1,193",140
39.046691,-121.075735,1,NEVADA JOINT UNION HIGH,Bear River High School,CA,0626880,CA,2544,1336,1192,19,33,472,15,1812,4,173,21.71,117.18,275.72,0.1,0,34527000,13019000,3471000,20472,543,"85,255","3,814",472
37.961514,-120.255415,1,SUMMERVILLE UNION HIGH,SUMMERVILLE HIGH,CA,0638280,CA,610,332,307,7,4,142,1,418,0,67,18.63,34.35,66.21,0,0,6623000,6870000,812000,22670,136,"9,717",494,53
32.565181,-117.017107,1,SWEETWATER UNION HIGH,San Ysidro High School,CA,0638640,CA,25666,18128,17094,150,3851,24532,1182,3937,131,1439,22.35,1576.2,3109.78,12.06,0,206524000,380594000,58846000,17430,6413,"487,445","42,473","5,655"
33.2797,-117.0246,1,VALLEY CENTER-PAUMA UNIFIED,Valley Center High School,CA,0600069,CA,1218,1890,1821,307,51,2337,20,765,3,228,21.89,169.5,401.2,0.5,0,24518000,23543000,9944000,15008,326,"27,179","4,332",383
37.473606,-122.427684,1,CABRILLO UNIFIED,Half Moon Bay High School,CA,0606780,CA,1043,1333,1329,0,60,1391,9,1065,1,136,21.23,125.43,290.29,0,0,43409000,7868000,3312000,18606,246,"24,820","3,348",147
39.1644,-123.2246,1,UKIAH UNIFIED,Ukiah High School,CA,0640300,CA,1984,2979,2822,261,66,3366,27,1793,4,284,20.05,289.96,680.24,0.27,0,32168000,60469000,17255000,18507,468,"39,219","6,835","1,000"
37.061948,-122.080921,1,SAN LORENZO VALLEY UNIFIED,San Lorenzo Valley High School,CA,0634740,CA,717,1206,1121,2,14,359,8,1723,1,220,21.89,106.34,298.89,0,0,31366000,18943000,2668000,21765,160,"24,519","3,125",243
33.764903,-116.270319,1,DESERT SANDS UNIFIED,Shadow Hills High School,CA,0611110,CA,8898,13225,12671,84,746,19611,356,3949,27,1123,23.79,1088.73,2468.05,0.7,0,176222000,245456000,56500000,17722,2170,"192,381","27,758","3,712"
34.244874,-119.013585,1,OXNARD UNION HIGH,Rancho Campana High School,CA,0629270,CA,16501,8402,8069,17,776,13646,186,1385,36,425,22.86,721.91,1342.7,2,0,110298000,153900000,32462000,17121,3807,"320,913","17,478","2,567"
36.5804,-119.6169,1,SELMA UNIFIED,Selma High School,CA,0636270,CA,1961,3010,2962,17,199,5466,22,239,7,22,21.06,283.66,712.22,0,0,17586000,65784000,20386000,17150,402,"30,114","6,513","1,408"
37.227618,-120.253896,1,LE GRAND UNION HIGH,Le Grand Union High School,CA,0621270,CA,495,259,235,1,2,455,1,32,1,2,16.69,29.66,87.06,0,0,2684000,5924000,1873000,20391,127,"7,861",586,108
37.641652,-118.963202,1,MAMMOTH UNIFIED,Mammoth High School,CA,0623530,CA,353,559,553,1,14,671,0,395,0,31,17.99,61.8,114,0,0,17735000,3404000,1678000,20391,77,"8,473","1,151",102
39.277126,-121.656984,1,LIVE OAK UNIFIED,LIVE OAK HIGH,CA,0622050,CA,663,1017,1009,14,218,1221,31,516,3,23,19.6,103.36,256.22,0,0,6793000,20232000,5030000,16853,162,"10,841","2,186",380
36.925282,-119.896503,1,GOLDEN VALLEY UNIFIED,Liberty High School,CA,0600068,CA,786,1447,1327,30,172,1374,54,1071,3,70,21.94,126.44,271.99,0.13,0,15750000,15283000,2267000,15941,175,"12,921","2,445",247
32.733847,-116.492803,1,MOUNTAIN EMPIRE UNIFIED,MOUNTAIN EMPIRE HIGH,CA,0626100,CA,478,1018,852,69,11,1179,19,500,0,92,21.81,85.79,234.77,0,0,10693000,17405000,6132000,20448,117,"11,832","2,012",279
33.62052,-114.6066,1,PALO VERDE UNIFIED,Palo Verde Valley High School,CA,0629640,CA,850,1416,1289,16,13,1969,239,386,4,78,22.06,122.66,317.6,0,0,10996000,29901000,10579000,18247,238,"21,744","2,996",550
37.3631,-118.3994,1,BISHOP UNIFIED,BISHOP UNION HIGH,CA,0601409,CA,663,1001,932,280,14,796,4,658,2,179,18.06,107.02,243.41,0,0,15199000,9844000,4559000,15034,153,"13,122","1,951",205
33.964542,-116.517549,1,PALM SPRINGS UNIFIED,Desert Hot Springs High School,CA,0629550,CA,6612,10674,9719,75,507,16706,774,1729,32,570,20.43,999.27,2276.45,0,0,144520000,246150000,79463000,21660,1546,"180,439","24,368","4,143"
40.443988,-122.304443,1,ANDERSON UNION HIGH,ANDERSON HIGH,CA,0602700,CA,1643,882,758,75,52,347,19,1046,6,95,21.76,75.49,155.85,0,0,10194000,13336000,3181000,16498,317,"40,221","2,449",306
38.256442,-121.298687,1,GALT JOINT UNION HIGH,Galt High School,CA,0614820,CA,1978,999,975,0,56,1220,16,545,6,131,21.9,90.33,212.92,0,0,11544000,24036000,3190000,17551,513,"40,137","2,472",220
36.700667,-119.575847,1,SANGER UNIFIED,Sanger High School,CA,0635250,CA,4093,6731,6518,24,1884,9240,161,1380,18,542,22.67,584.46,1291.73,0,0,74448000,144716000,29831000,19722,908,"58,923","12,885","2,145"
36.709279,-119.681101,1,SANGER UNIFIED,SANGER WEST HIGH,CA,0635250,CA,4093,6731,6518,24,1884,9240,161,1380,18,542,22.67,584.46,1291.73,0,0,74448000,144716000,29831000,19722,908,"58,923","12,885","2,145"
39.239975,-121.054894,1,NEVADA JOINT UNION HIGH,Nevada Union High School,CA,0626880,CA,2544,1336,1192,19,33,472,15,1812,4,173,21.71,117.18,275.72,0.1,0,34527000,13019000,3471000,20472,543,"85,255","3,814",472
37.0366,-121.6016,1,GILROY UNIFIED,Christopher High School,CA,0615180,CA,3811,5276,4955,46,765,7275,120,1230,14,781,23.37,438.31,882.7,0,0,87403000,76936000,17933000,16844,863,"66,656","12,552","1,158"
36.4369,-121.32569,1,SOLEDAD UNIFIED,Soledad High School,CA,0637050,CA,1602,2357,2341,2,64,4506,19,87,3,17,22.18,211.87,501.41,0,0,16047000,56271000,12781000,17328,394,"25,183","4,780",756
38.524812,-121.972098,1,WINTERS JOINT UNIFIED,Winters High School,CA,0642930,CA,457,792,787,3,16,1034,26,455,5,40,19.55,80.77,180.15,0.17,0,6291000,16984000,3306000,17396,133,"9,458","1,733",163
35.508823,-119.267601,1,KERN HIGH,Shafter High School,CA,0619540,CA,43116,21941,21152,227,1587,30941,2318,7083,124,813,23.57,1828.94,3770.04,1.65,0,187409000,459406000,93759000,17479,9297,"666,555","46,951","10,177"
37.261001,-121.000838,1,GUSTINE UNIFIED,Gustine High School,CA,0616323,CA,574,857,821,3,20,1446,4,163,2,40,18.68,89.88,189.25,0,0,5106000,20583000,5022000,17400,166,"10,659","2,335",505
34.86562,-118.182668,1,SOUTHERN KERN UNIFIED,Rosamond High School Early College Campus,CA,0637620,CA,1016,1883,1796,10,57,2368,313,735,4,192,20.28,181.58,372.18,0,0,14910000,38088000,6229000,17596,196,"22,140","4,775",968
34.232296,-117.208278,1,RIM OF THE WORLD UNIFIED,Rim of the World High School,CA,0632610,CA,983,1446,1400,11,27,1259,9,1443,1,96,22.34,127.7,299.54,1,0,17728000,22141000,5854000,15626,236,"30,433","4,500",276
34.5736,-117.9371,1,ANTELOPE VALLEY UNION HIGH,Littlerock High School,CA,0602820,CA,21245,11198,10538,52,517,14696,3535,1957,34,945,23.94,908.12,2070.03,0,0,74797000,235100000,42086000,16006,4427,"394,634","28,009","4,878"
39.324736,-120.216412,1,TAHOE-TRUCKEE UNIFIED,Truckee High School,CA,0638770,CA,1427,1986,1930,10,22,1387,8,2270,2,217,18.51,211.82,477.35,0,0,78652000,18376000,6171000,26159,334,"32,898","4,769",263
38.7329,-120.8115,1,EL DORADO UNION HIGH,El Dorado High School,CA,0612070,CA,6541,3374,3150,70,482,1268,58,4275,13,358,22.93,285.26,581.94,1.7,0,48399000,40330000,7816000,14102,1615,"148,323","7,714",489
33.026922,-116.869138,1,RAMONA CITY UNIFIED,RAMONA HIGH,CA,0631710,CA,1695,2641,2436,21,31,2389,33,2278,4,321,22.29,227.82,558.76,0.25,0,30824000,31052000,7332000,13650,399,"36,549","6,327",477
40.876422,-124.08907,1,NORTHERN HUMBOLDT UNION HIGH,Arcata High School,CA,0603030,CA,1756,864,877,109,40,272,20,1048,6,246,18.4,95.41,193.85,0.1,0,13643000,13056000,2809000,17765,414,"45,853","1,814",254
40.396424,-122.404892,1,ANDERSON UNION HIGH,WEST VALLEY EARLY COLLEGE HIGH,CA,0602700,CA,1643,882,758,75,52,347,19,1046,6,95,21.76,75.49,155.85,0,0,10194000,13336000,3181000,16498,317,"40,221","2,449",306
40.176902,-122.249879,1,RED BLUFF JOINT UNION HIGH,Red Bluff High School,CA,0632010,CA,1709,908,792,44,32,634,15,904,5,66,19.41,88.03,211.62,0,0,11005000,14893000,3351000,16268,418,"43,610","2,566",419
38.282609,-122.458501,1,SONOMA VALLEY UNIFIED,Sonoma Valley High School,CA,0637200,CA,1197,1627,1502,11,52,2117,13,893,7,36,19.32,161.98,430.25,0.8,0,60070000,13252000,8332000,23310,299,"36,854","4,680",400
36.977336,-121.861983,1,PAJARO VALLEY UNIFIED,Aptos High School,CA,0629490,CA,5529,8675,8325,21,184,14244,36,2255,21,239,21.14,804.75,1927.78,0,0,97887000,187208000,56120000,18205,1190,"107,503","19,006","3,892"
40.568602,-122.236815,1,SHASTA UNION HIGH,Foothill High School,CA,0636600,CA,4215,2158,2036,200,242,748,140,2618,17,229,20.89,201.8,448.96,0,0,34827000,38533000,7302000,15506,973,"102,557","5,490",705
32.608372,-116.974369,1,SWEETWATER UNION HIGH,Olympian High School,CA,0638640,CA,25666,18128,17094,150,3851,24532,1182,3937,131,1439,22.35,1576.2,3109.78,12.06,0,206524000,380594000,58846000,17430,6413,"487,445","42,473","5,655"
34.5089,-117.1653,1,APPLE VALLEY UNIFIED,Granite Hills High School,CA,0600017,CA,4186,7081,6661,51,214,8199,1059,3693,42,484,23.83,577.24,1316.98,1,0,27181000,144811000,27512000,15475,995,"84,817","16,278","3,403"
33.7683,-117.0184,1,HEMET UNIFIED,Tahquitz High School,CA,0616920,CA,7264,11664,11050,159,404,15476,1798,3855,82,940,22.55,1008.42,2787.09,0,0,103756000,246136000,55480000,18791,1728,"154,569","26,726","4,490"
33.9321,-117.8762,1,BREA-OLINDA UNIFIED,Brea Olinda High School,CA,0605880,CA,1768,3055,2840,6,1838,2311,77,1309,19,335,22.95,256.81,560.61,0,0,61044000,26021000,6462000,15614,428,"42,318","6,981",433
34.2172,-119.2132,1,OXNARD UNION HIGH,Oxnard High School,CA,0629270,CA,16501,8402,8069,17,776,13646,186,1385,36,425,22.86,721.91,1342.7,2,0,110298000,153900000,32462000,17121,3807,"320,913","17,478","2,567"
34.8973,-116.8886,1,SILVER VALLEY UNIFIED,Silver Valley High School,CA,0636820,CA,440,1056,974,10,54,850,185,690,62,179,17.77,114.26,256.42,0,0,3984000,21120000,16273000,20545,74,"12,141","2,118",191
38.437523,-121.817651,1,DIXON UNIFIED,Dixon High School,CA,0611280,CA,1090,1601,1432,11,102,1839,76,764,15,226,23.27,130.52,257.62,1,0,17432000,25343000,5558000,16351,242,"22,078","4,041",315
36.840788,-121.404735,1,SAN BENITO HIGH,Hollister High School,CA,0634140,CA,3539,1779,1757,11,93,2744,15,493,8,172,24.03,147.27,329.05,0,0,45115000,40642000,5882000,27355,804,"61,096","3,854",379
36.068453,-118.978612,1,PORTERVILLE UNIFIED,Granite Hills High School,CA,0600064,CA,6826,7158,6801,296,265,11752,46,1311,39,250,22.29,626.38,1434.73,0,0,33988000,199183000,43536000,19253,1537,"103,090","16,022","4,192"
33.741529,-117.137761,1,PERRIS UNION HIGH,Heritage High School,CA,0630210,CA,10545,6257,5716,25,487,8457,764,1592,30,618,23.27,514.46,1196.81,1,0,67862000,163665000,25170000,23529,2186,"210,633","14,578","1,852"
33.672275,-117.713834,1,IRVINE UNIFIED,Portola High School,CA,0684500,CA,11538,19816,17874,65,19761,4578,742,8889,92,3563,26.93,1401.15,3318.51,6.64,0,489377000,195332000,30103000,20045,2601,"268,208","42,438","3,330"
35.6356,-117.6606,1,SIERRA SANDS UNIFIED,Sherman E Burroughs High School,CA,0636800,CA,1621,2636,2475,55,177,1673,375,2488,32,311,21.24,241.19,561.58,0,0,11489000,71598000,19065000,20637,336,"35,405","6,524","1,070"
38.167896,-122.239326,1,NAPA VALLEY UNIFIED,American Canyon High School,CA,0626640,CA,5818,8265,7828,27,1481,9501,377,3857,35,815,23.74,678.89,1416.4,0,0,148654000,110389000,26341000,16816,1464,"114,000","16,922","1,374"
33.664487,-117.1902,1,PERRIS UNION HIGH,Paloma Valley High School,CA,0630210,CA,10545,6257,5716,25,487,8457,764,1592,30,618,23.27,514.46,1196.81,1,0,67862000,163665000,25170000,23529,2186,"210,633","14,578","1,852"
37.719779,-121.062752,1,MODESTO CITY HIGH,Joseph A Gregori High School,CA,0625150,CA,15539,7919,7617,44,995,9767,405,2848,98,1379,22.41,693.35,1547.97,0,0,†,†,†,†,3556,"283,313","17,714","2,615"
33.814505,-117.198945,1,VAL VERDE UNIFIED,Orange Vista High School,CA,0691135,CA,6710,10007,9347,46,501,15507,2079,679,44,498,21.6,896.2,1926.45,1,0,82939000,367123000,100343000,28514,1599,"91,762","19,648","3,061"
37.764959,-121.546057,1,LAMMERSVILLE JOINT UNIFIED,Mountain House High School,CA,0601410,CA,2276,4015,3744,108,4831,1015,301,914,34,556,23.24,334.02,644.62,0,0,62181000,62940000,3944000,20176,469,"26,860","6,171",232
37.068278,-120.815991,1,LOS BANOS UNIFIED,Pacheco High School,CA,0622740,CA,3593,5631,5419,20,170,9601,129,961,63,106,23.74,465.68,985.8,0,0,32240000,132250000,24783000,17432,804,"50,942","11,870","2,333"
34.142913,-116.074854,1,MORONGO UNIFIED,TWENTYNINE PALMS HIGH,CA,0625860,CA,2122,3770,3581,48,169,2792,586,3349,72,335,20.97,350.9,805.11,0,0,20505000,95670000,26387000,17809,390,"71,526","9,495","1,732"
37.732934,-121.474778,1,TRACY JOINT UNIFIED,John C Kimball High School,CA,0600047,CA,5806,7084,6738,52,2785,7474,741,1941,161,668,21.67,638.93,1344.34,8,0,64023000,128111000,23189000,15071,1344,"104,290","17,733","2,099"
34.0166,-117.5683,1,CHAFFEY JOINT UNION HIGH,Colony High School,CA,0608160,CA,22628,11623,10978,90,2186,14648,1727,3024,95,831,24.08,939.64,1972.94,7.13,0,143066000,289711000,39647000,19805,5292,"424,221","26,036","3,351"
34.8937,-117.0283,1,BARSTOW UNIFIED,BARSTOW HIGH,CA,0604020,CA,1626,3216,3102,41,61,3587,1184,989,52,404,24.4,258.95,601.2,0,0,10295000,70502000,18828000,16255,342,"35,707","7,696","2,326"
38.39929,-121.39747,1,ELK GROVE UNIFIED,Cosumnes Oaks High School,CA,0612330,CA,20381,32469,30134,225,22234,17371,6287,9490,1159,5837,22.79,2746.82,5850.48,16.2,0,211020000,634952000,94559000,14892,4651,"361,188","69,128","7,965"
38.199476,-122.146452,1,FAIRFIELD-SUISUN UNIFIED,Angelo Rodriguez High School,CA,0613360,CA,6134,10476,9911,52,3214,9534,2640,2642,213,2092,23.87,855.08,1922.35,6.91,0,94548000,182679000,29188000,14801,1379,"140,443","24,178","2,647"
37.4706,-121.1378,1,PATTERSON JOINT UNIFIED,Patterson High School,CA,0630030,CA,2078,3146,2989,23,261,4742,269,522,84,234,21.64,283.68,664.62,0,0,25539000,62380000,18155000,17644,469,"28,789","6,427",768
30.250392,-81.890543,1,DUVAL,San Jose Early College At Cecil,FL,1200480,FL,36517,65755,62216,596,5631,22310,51866,39790,356,7422,22.4,5712,11094,59,0,562672000,669274000,204517000,11327,7715,"1,030,822","165,786","29,086"
28.2894,-82.271256,1,PASCO,Kirkland Ranch Academy Of Innovation,FL,1201530,FL,26349,43913,41942,221,3729,22877,7119,46416,157,5336,17.29,4966.48,11633.49,1,1,326123000,452872000,109279000,11517,5692,"632,996","97,462","11,185"
40.616684,-95.652462,1,HAMBURG COMM SCHOOL DISTRICT,Hamburg Charter High Schools,IA,1913440,IA,50,96,92,0,0,15,2,166,0,5,13.01,14.45,43.42,0.13,1.5,2002000,1463000,546000,29711,0,"1,269",186,35
43.181966,-112.474443,1,SNAKE RIVER DISTRICT,SNAKE RIVER OPPORTUNITIES HIGH SCHOOL,ID,1602970,ID,735,1625,1547,18,22,343,15,2736,11,27,22.87,138.7,202.69,0,2.6,3403000,13091000,3304000,8718,146,"8,423","1,995",244
39.481776,-88.375491,1,MATTOON CUSD 2,MATTOON REGIONAL INNOVATION CTR,IL,1725050,IL,952,1576,1499,4,14,183,168,2461,0,245,14.69,209.3,464.8,4,–,19581000,31496000,6538000,18835,221,"21,552","3,135",564
40.927455,-90.021711,1,WILLIAMSFIELD CUSD 210,Williamsfield High School,IL,1742450,IL,100,154,137,0,2,5,1,274,0,9,9.3,31.3,74.84,0,–,4371000,2089000,363000,22896,24,"1,853",296,17
40.305415,-87.880183,1,ARMSTRONG TWP HSD 225,Armstrong High School,IL,1704230,IL,114,58,56,0,0,4,1,104,0,5,8.14,14,27.5,0,–,2819000,1513000,151000,32486,35,"1,280",84,6
40.5593,-90.514,1,BUSHNELL PRAIRIE CITY CUSD 170,Bushnell-Prairie City High Sch,IL,1707950,IL,175,327,280,0,1,17,29,525,0,35,9.32,65.1,152,0,–,4742000,6742000,890000,20555,56,"4,038",665,149
37.616551,-84.301361,1,MADISON COUNTY,IGNITE ACADEMY SOUTH,KY,2103720,KY,3487,5743,5498,11,113,685,511,9245,29,647,15.9,706.85,1570.17,18,0,46417000,73854000,28101000,13433,780,"89,594","14,006","1,967"
38.657322,-85.130803,1,CARROLL COUNTY,ILEAD ACADEMY SCHOOL,KY,2100990,KY,580,1011,954,3,5,367,22,1469,0,99,15.03,130.77,350.69,4,0,10367000,14752000,6984000,15830,115,"10,987","2,194",462
44.03207,-92.865861,1,TRITON SCHOOL DISTRICT,TRITON ALP,MN,2740665,MN,307,449,460,1,0,163,5,712,1,27,12.12,75.03,141.07,0,2,3174000,10206000,1281000,14574,79,"6,951","1,222",146
44.650846,-93.20476,1,FARMINGTON PUBLIC SCHOOL DISTRICT,FARMINGTON ONLINE - HIGH,MN,2711820,MN,2196,3451,3179,16,312,779,452,4646,2,423,15.68,422.96,790.83,7,5.55,33628000,76083000,5745000,16218,469,"38,153","7,904",298
38.83048,-90.901906,1,WENTZVILLE R-IV,NORTH POINT HIGH SCHOOL,MO,2931650,MO,5696,9217,8727,32,514,1019,1449,13879,20,1031,14.42,1244.76,2563.09,13.8,0,168954000,92526000,10901000,15654,1336,"101,286","19,926",895
35.091529,-81.020857,1,CHARLOTTE-MECKLENBURG SCHOOLS,Palisades High School,NC,3702970,NC,45816,73527,70589,244,10316,44056,49837,34069,181,5413,15.96,9030.51,18299.84,103.99,26.51,569195000,933614000,174113000,11749,9946,"1,163,701","188,382","26,076"
