latitude,longitude,Offers CS?,School District Name,School Name,State,Agency ID,State Abbr,Grades 9-12 Students [District] 2023-24,Male Students [District] 2023-24,Female Students [District] 2023-24,American Indian/Alaska Native Students [District] 2023-24,Asian or Asian/Pacific Islander Students [District] 2023-24,Hispanic Students [District] 2023-24,Black or African American Students [District] 2023-24,White Students [District] 2023-24,Nat. Hawaiian or Other Pacific Isl. Students [District] 2023-24,Two or More Races Students [District] 2023-24,Pupil/Teacher Ratio [District] 2023-24,Full-Time Equivalent (FTE) Teachers [District] 2023-24,Total Staff [District] 2023-24,Librarians/media specialists [District] 2023-24,Media Support Staff [District] 2023-24,Total Revenue - Local Sources (TLOCREV) [District Finance] 2020-21,Total Revenue - State Sources (TSTREV) [District Finance] 2020-21,Total Revenue - Federal Sources (TFEDREV) [District Finance] 2020-21,Total Revenue (TOTALREV) per Pupil (V33) [District Finance] 2020-21,Diploma Recipients & Other Completers [District] 2022-23,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
47.670953,-122.12338,0,LAKE WASHINGTON SCHOOL DISTRICT,SAMMAMISH RIVER VALLEY ONLINE SCHOOL,WA,5304230,WA,9275,15953,14827,53,12177,3428,748,11719,49,2606,18.26,1691.39,3115.94,27.5,0,193705000,384043000,18047000,19242,1993,"214,973","35,771","1,440"
61.193958,-149.775759,0,ANCHORAGE SCHOOL DISTRICT,ALASKA STATE SCHOOL FOR DEAF AND HARD OF HEARING,AK,0200180,AK,13151,22305,21058,4470,4240,5292,1945,17225,3168,7023,17.95,2416.09,5389.02,73.5,11.18,216644000,439730000,86834000,17756,2746,"286,075","49,225","4,276"
64.832813,-147.764598,0,FAIRBANKS NORTH STAR BOROUGH SCHOOL DISTRICT,GOLDEN HEART ACADEMY,AK,0200600,AK,3658,6454,6087,1108,284,1353,405,6982,179,2230,19.1,656.64,1602.29,10,0,50547000,143287000,36137000,20198,669,"94,840","15,872","1,187"
61.212234,-149.894307,0,ANCHORAGE SCHOOL DISTRICT,PAIDEIA COOPERATIVE SCHOOL,AK,0200180,AK,13151,22305,21058,4470,4240,5292,1945,17225,3168,7023,17.95,2416.09,5389.02,73.5,11.18,216644000,439730000,86834000,17756,2746,"286,075","49,225","4,276"
64.842168,-147.718047,0,FAIRBANKS NORTH STAR BOROUGH SCHOOL DISTRICT,ALTERNATIVE LEARNING SYSTEMS,AK,0200600,AK,3658,6454,6087,1108,284,1353,405,6982,179,2230,19.1,656.64,1602.29,10,0,50547000,143287000,36137000,20198,669,"94,840","15,872","1,187"
39.7197,-105.1081,0,JEFFERSON COUNTY SCHOOL DISTRICT NO. R-1,MILLER SPECIAL EDUCATION,CO,0804800,CO,24501,37955,36296,349,2174,18842,955,48420,101,3410,16.69,4448.94,10331.03,105.26,2.29,579546000,382146000,104368000,13309,5450,"583,974","78,129","5,877"
39.900598,-105.075281,0,JEFFERSON COUNTY SCHOOL DISTRICT NO. R-1,JEFFERSON ACADEMY,CO,0804800,CO,24501,37955,36296,349,2174,18842,955,48420,101,3410,16.69,4448.94,10331.03,105.26,2.29,579546000,382146000,104368000,13309,5450,"583,974","78,129","5,877"
40.578129,-105.111343,0,POUDRE SCHOOL DISTRICT R-1,POLARIS EXPEDITIONARY LEARNING SCHOOL,CO,0803990,CO,9843,15398,14369,113,808,6019,390,20984,37,1416,15.78,1886.6,4316.13,17.47,35.34,248907000,133230000,48686000,14645,2066,"228,206","30,900","2,196"
39.7323,-104.8513,0,AURORA JOINT DISTRICT NO. 28 OF THE COUNTIES OF ADAMS AND A,AURORA CENTRAL CAMPUS,CO,0802340,CO,10710,19735,18443,229,1854,22246,6530,4680,386,2253,16.37,2332.22,5408.16,2,5.75,313775000,276937000,136665000,19188,1961,"235,451","39,417","7,241"
21.297947,-157.821646,0,HAWAII DEPARTMENT OF EDUCATION,UNIVERSITY LABORATORY SCHOOL,HI,1500030,HI,49583,88269,81039,223,40198,32288,2206,18764,42135,33494,13.98,12112.91,23107.87,83.5,48.8,19108000,2851764000,371018000,18374,11424,"1,435,138","215,961","24,159"
42.537186,-92.45768,0,CEDAR FALLS COMM SCHOOL DISTRICT,CEDAR FALLS VIRTUAL CAMPUS,IA,1906510,IA,1778,3045,2865,7,192,184,239,4873,40,375,14.29,413.57,800.7,9.88,3.73,33645000,41519000,5865000,13951,392,"42,105","6,069",386
42.865797,-112.443233,0,POCATELLO DISTRICT,POCATELLO JUVENILE DETENTION,ID,1602640,ID,4083,6161,5747,429,91,1652,66,9087,58,525,18.71,636.44,1143.99,0,4.75,19306000,71766000,24238000,9702,991,"83,192","15,534","1,753"
47.722167,-116.783715,0,COEUR D'ALENE DISTRICT,CDA JUVENILE DETENTION CENTER,ID,1600780,ID,3246,5014,4639,57,64,845,52,8111,25,499,17.36,556.07,1024.26,2,9.46,29795000,59221000,15572000,10447,658,"93,480","14,738","1,472"
43.515684,-112.014697,0,IDAHO FALLS DISTRICT,3B JUVENILE DETENTION CENTER,ID,1601530,ID,3192,5165,4956,43,51,2264,38,7237,9,479,18.35,551.63,1035.91,4,7.06,18191000,59669000,15616000,9526,695,"65,996","13,256","1,651"
46.418313,-117.021702,0,LEWISTON INDEPENDENT DISTRICT,REGION 2 JUVENILE DETENTION CENTER,ID,1601860,ID,1438,2319,2244,63,15,218,15,3975,8,269,14.89,306.5,548.27,0,7.33,23781000,28018000,8204000,13107,324,"37,464","5,939",601
43.610627,-116.259839,0,BOISE INDEPENDENT DISTRICT,ADA COUNTY JUVENILE CENTER,ID,1600360,ID,7747,11527,10898,89,847,3418,1118,15701,113,1139,15.82,1417.53,2657.92,14.35,32.41,131040000,145769000,31517000,13008,1905,"224,929","30,489","2,320"
30.440608,-91.181876,0,EAST BATON ROUGE PARISH,EBR VIRTUAL ACADEMY,LA,2200540,LA,11798,21637,20953,87,1566,6438,28986,4796,72,645,15.15,2811.74,4702.08,61.47,4.76,395080000,188730000,115479000,17359,2005,"379,970","59,997","15,182"
42.45699,-73.249,0,PITTSFIELD,PITTSFIELD PUBLIC VIRTUAL ACADEMY,MA,2509630,MA,1602,2504,2360,16,66,1020,579,2675,1,507,9.49,513.65,944.4,2,8,47739000,61925000,8199000,23516,337,"44,558","5,647","1,098"
43.023501,-83.705468,0,FLINT SCHOOL DISTRICT OF THE CITY OF,WHALEY CHILDREN CENTERS,MI,2614520,MI,685,1594,1292,8,6,157,2088,406,1,220,20.14,143.3,589.16,0.8,0,13017000,37065000,43352000,29540,78,"80,255","14,304","6,740"
43.021856,-83.681327,0,FLINT SCHOOL DISTRICT OF THE CITY OF,KEARSLEY STREET,MI,2614520,MI,685,1594,1292,8,6,157,2088,406,1,220,20.14,143.3,589.16,0.8,0,13017000,37065000,43352000,29540,78,"80,255","14,304","6,740"
42.949029,-85.635762,0,GRAND RAPIDS PUBLIC SCHOOLS,SHARED TIME,MI,2616440,MI,3775,7093,6709,45,138,5343,4215,3087,3,971,17.02,810.71,2117.27,0,10.5,97379000,128254000,37830000,18773,724,"192,457","27,769","6,376"
43.62549,-84.181241,0,MIDLAND PUBLIC SCHOOLS,JUVENILE CARE CENTER,MI,2623820,MI,2411,3781,3578,21,272,391,150,6124,25,376,16.49,446.17,913.98,0,3,40170000,58203000,8886000,14534,552,"54,113","8,556",990
42.979502,-85.650554,0,GRAND RAPIDS PUBLIC SCHOOLS,BETHANY BASED SCHOOL,MI,2616440,MI,3775,7093,6709,45,138,5343,4215,3087,3,971,17.02,810.71,2117.27,0,10.5,97379000,128254000,37830000,18773,724,"192,457","27,769","6,376"
42.681176,-84.54224,0,LANSING PUBLIC SCHOOL DISTRICT,INGHAM COUNTY YOUTH CENTER,MI,2621150,MI,2982,5389,4805,33,561,2183,3797,2235,8,1377,17.59,579.66,1546.17,8.6,2.85,69331000,83343000,41361000,19425,563,"118,440","17,258","4,303"
42.683207,-83.30032,0,PONTIAC CITY SCHOOL DISTRICT,KENNEDY CENTER,MI,2628740,MI,964,1944,1715,9,111,1514,1676,193,3,153,15,243.92,666.62,1,1,49892000,13632000,21969000,22774,149,"82,135","11,963","3,832"
45.420237,-122.749704,0,TIGARD-TUALATIN SD 23J,TIGARD-TUALATIN VIRTUAL ACADEMY,OR,4112240,OR,3882,5942,5555,31,600,3441,283,5757,300,1085,17.2,673.9,1465.3,1,7.79,103534000,84092000,10743000,16726,891,"87,463","12,935","1,019"
37.107909,-113.586031,0,WASHINGTON DISTRICT,OUT OF STATE SCHOOL,UT,4901140,UT,12152,19529,18045,458,374,6412,340,28372,542,1076,22.11,1699.45,‡,21.14,–,150081000,173872000,34195000,9682,2667,"202,452","36,962","4,354"
40.233706,-111.632759,0,PROVO DISTRICT,OAK SPRINGS SCHOOL,UT,4900810,UT,4568,7225,6658,105,231,4507,146,7808,420,666,19.51,711.83,‡,1.98,–,63421000,91376000,19043000,12806,1029,"124,611","17,060","2,140"
47.369695,-122.195684,0,FEDERAL WAY SCHOOL DISTRICT,DYNAMIC FAMILY SERVICES,WA,5302820,WA,6942,11258,10507,86,2958,7224,3393,4315,1315,2474,18.03,1210.15,2422.26,15.19,0,71781000,318907000,47736000,20144,1295,"147,361","24,174","4,191"
47.474316,-122.220694,0,RENTON SCHOOL DISTRICT,RENTON REMOTE SCHOOL,WA,5307230,WA,4669,7741,7335,49,3718,4249,2123,3156,199,1582,18.07,834.64,1822.52,22.42,0,102768000,193574000,24888000,20613,967,"130,921","17,799","2,341"
47.6388,-122.37,0,SEATTLE SCHOOL DISTRICT NO. 1,RESIDENTIAL CONSORTIUM,WA,5307710,WA,15902,25957,24163,224,6314,7311,7135,22531,258,6347,16.47,3082.84,6303.68,66.9,0,527761000,663112000,112105000,24141,3559,"738,323","69,739","6,552"
47.6511,-117.4257,0,SPOKANE SCHOOL DISTRICT,SHRINE HOSPITAL,WA,5308250,WA,8706,14671,13861,319,683,3252,1031,18776,702,3769,14.29,1999.91,3642.11,0,0,112665000,372811000,51705000,18995,1653,"245,827","35,533","4,825"
61.100283,-149.808494,1,ANCHORAGE SCHOOL DISTRICT,South High School,AK,0200180,AK,13151,22305,21058,4470,4240,5292,1945,17225,3168,7023,17.95,2416.09,5389.02,73.5,11.18,216644000,439730000,86834000,17756,2746,"286,075","49,225","4,276"
64.835345,-147.732627,1,FAIRBANKS NORTH STAR BOROUGH SCHOOL DISTRICT,Lathrop High School,AK,0200600,AK,3658,6454,6087,1108,284,1353,405,6982,179,2230,19.1,656.64,1602.29,10,0,50547000,143287000,36137000,20198,669,"94,840","15,872","1,187"
61.139047,-149.781301,1,ANCHORAGE SCHOOL DISTRICT,Service High School,AK,0200180,AK,13151,22305,21058,4470,4240,5292,1945,17225,3168,7023,17.95,2416.09,5389.02,73.5,11.18,216644000,439730000,86834000,17756,2746,"286,075","49,225","4,276"
61.142796,-149.935215,1,ANCHORAGE SCHOOL DISTRICT,Dimond High School,AK,0200180,AK,13151,22305,21058,4470,4240,5292,1945,17225,3168,7023,17.95,2416.09,5389.02,73.5,11.18,216644000,439730000,86834000,17756,2746,"286,075","49,225","4,276"
61.200929,-149.917099,1,ANCHORAGE SCHOOL DISTRICT,West High School,AK,0200180,AK,13151,22305,21058,4470,4240,5292,1945,17225,3168,7023,17.95,2416.09,5389.02,73.5,11.18,216644000,439730000,86834000,17756,2746,"286,075","49,225","4,276"
38.8608,-104.7817,1,COLORADO SPRINGS SCHOOL DISTRICT NO. 11 IN THE COUNTY OF E,ODYSSEY EARLY COLLEGE AND CAREER OPTIONS,CO,0803060,CO,6811,11773,10967,117,270,8198,1543,10489,84,2039,15.6,1457.77,3578.04,50,33.47,189403000,152097000,48992000,16349,1375,"246,263","33,025","3,882"
38.8384,-104.8205,1,COLORADO SPRINGS SCHOOL DISTRICT NO. 11 IN THE COUNTY OF E,PALMER HIGH SCHOOL,CO,0803060,CO,6811,11773,10967,117,270,8198,1543,10489,84,2039,15.6,1457.77,3578.04,50,33.47,189403000,152097000,48992000,16349,1375,"246,263","33,025","3,882"
38.26371,-104.615751,1,EL PASO COUNTY COLORADO SCHOOL DISTRICT 49,GOAL ACADEMY,CO,0803870,CO,11586,12744,12123,165,463,7875,1209,12629,88,2438,18.22,1364.61,3000.76,2.8,13.05,66224000,201261000,24423000,12171,2311,"107,354","21,158","1,214"
39.162978,-86.551529,1,MONROE COUNTY COMMUNITY SCH CORP,The Acad of Sci & Entrepreneurship,IN,1800630,IN,3408,5531,4936,17,541,783,647,7617,12,850,13.23,790.99,1680.39,14,0,55894000,74568000,12483000,13636,743,"121,352","13,361","1,715"
39.1986,-86.5492,1,MONROE COUNTY COMMUNITY SCH CORP,Bloomington High School North,IN,1800630,IN,3408,5531,4936,17,541,783,647,7617,12,850,13.23,790.99,1680.39,14,0,55894000,74568000,12483000,13636,743,"121,352","13,361","1,715"
39.1429,-86.5289,1,MONROE COUNTY COMMUNITY SCH CORP,Bloomington High School South,IN,1800630,IN,3408,5531,4936,17,541,783,647,7617,12,850,13.23,790.99,1680.39,14,0,55894000,74568000,12483000,13636,743,"121,352","13,361","1,715"
41.6669,-86.2241,1,SOUTH BEND COMMUNITY SCHOOL CORP,John Adams High School,IN,1810290,IN,4675,7373,7113,21,146,3725,5280,3721,12,1581,9.95,1455.98,2428.73,13,14,73638000,125934000,30097000,14093,965,"163,867","26,770","6,039"
37.900171,-85.982044,1,EMINENCE INDEPENDENT,BLUEGRASS CHALLENGE ACADEMY,KY,2101710,KY,298,528,463,3,9,102,38,765,0,74,14.08,70.4,132.58,1,0,2557000,7485000,1521000,12610,48,"3,353",646,131
42.446941,-73.248278,1,PITTSFIELD,Pittsfield: Pittsfield High,MA,2509630,MA,1602,2504,2360,16,66,1020,579,2675,1,507,9.49,513.65,944.4,2,8,47739000,61925000,8199000,23516,337,"44,558","5,647","1,098"
42.459254,-73.273292,1,PITTSFIELD,TACONIC HIGH,MA,2509630,MA,1602,2504,2360,16,66,1020,579,2675,1,507,9.49,513.65,944.4,2,8,47739000,61925000,8199000,23516,337,"44,558","5,647","1,098"
42.374221,-71.112044,1,CAMBRIDGE,Cambridge: Cambridge Rindge and Latin,MA,2503270,MA,1957,3544,3345,9,995,988,1554,2573,1,769,9.07,762.8,1532.59,20.8,34.4,242170000,51453000,7740000,45128,466,"117,819","8,667",925
42.39459,-71.229606,1,WALTHAM,Waltham: Waltham Sr High,MA,2512000,MA,1805,2990,2714,3,293,2709,459,2054,5,181,10.34,552.3,970.88,9.55,9,97892000,45096000,6830000,27205,383,"64,896","6,215",746
42.31844,-71.403535,1,FRAMINGHAM,Framingham: Framingham High School,MA,2504980,MA,2544,4670,4438,2,362,4511,548,3242,0,443,11.55,791.11,1359.81,7.7,9.6,116166000,101139000,13039000,26376,603,"72,005","10,121","1,223"
42.314307,-71.186496,1,NEWTON,Newton: Newton South High,MA,2508610,MA,3944,5898,5796,10,2503,1232,544,6381,13,1011,11.1,1058.75,2055.49,18.4,30.55,255381000,68445000,18034000,28431,974,"88,484","14,240",569
42.345631,-71.207622,1,NEWTON,Newton: Newton North High,MA,2508610,MA,3944,5898,5796,10,2503,1232,544,6381,13,1011,11.1,1058.75,2055.49,18.4,30.55,255381000,68445000,18034000,28431,974,"88,484","14,240",569
39.095067,-77.12243,1,MONTGOMERY COUNTY PUBLIC SCHOOLS,ALTERNATIVE PROGRAMS,MD,2400480,MD,52277,83215,76736,302,21924,56439,34581,38165,146,8394,13.68,11712.54,24026.38,203.12,128.28,2405966000,1009307000,172565000,22345,12071,"1,058,474","179,384","11,459"
42.238187,-83.278205,1,TAYLOR SCHOOL DISTRICT,TAYLOR CAREER AND TECHNICAL CENTER,MI,2633540,MI,1664,2923,2691,14,53,584,1838,2684,0,441,16.58,338.67,851.5,2,9,25144000,53403000,11996000,15846,314,"67,793","11,027","2,791"
42.35564,-83.413559,1,LIVONIA PUBLIC SCHOOLS SCHOOL DISTRICT,LIVONIA CAREER TECHNICAL CENTER,MI,2621840,MI,4144,6701,6444,32,604,858,1306,9642,0,703,15.84,829.61,1654.29,21.1,0,87192000,127123000,8622000,16567,934,"111,967","15,742","1,239"
43.4455,-83.969,1,SAGINAW SCHOOL DISTRICT OF THE CITY OF,CAREER OPPORTUNITIES CENTER,MI,2630390,MI,1495,2750,2554,17,117,654,3219,1050,48,199,17.08,310.6,770.29,0,4,19059000,46209000,16986000,15882,333,"52,250","9,552","3,728"
43.019931,-83.672461,1,FLINT SCHOOL DISTRICT OF THE CITY OF,GATEWAY TO COLLEGEMOTT COMMUNITY COLLEGE,MI,2614520,MI,685,1594,1292,8,6,157,2088,406,1,220,20.14,143.3,589.16,0.8,0,13017000,37065000,43352000,29540,78,"80,255","14,304","6,740"
42.4929,-83.3705,1,WEST BLOOMFIELD SCHOOL DISTRICT,OAKLAND EARLY COLLEGE,MI,2635820,MI,1845,2481,2349,5,274,320,1805,2139,9,278,15.7,307.72,688.81,6.5,4.5,37144000,46936000,7112000,17460,482,"32,207","4,561",334
42.413,-83.3827,1,LIVONIA PUBLIC SCHOOLS SCHOOL DISTRICT,STEVENSON HIGH SCHOOL,MI,2621840,MI,4144,6701,6444,32,604,858,1306,9642,0,703,15.84,829.61,1654.29,21.1,0,87192000,127123000,8622000,16567,934,"111,967","15,742","1,239"
45.0344,-93.305331,1,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,HENRY HIGH - SWS,MN,2721240,MN,9109,15073,13990,1064,1049,5912,7731,11120,18,2169,13.24,2194.92,5256.98,23.4,0,254990000,410967000,80709000,22818,1955,"422,289","54,125","11,045"
38.640941,-90.243149,1,ST. LOUIS CITY,METRO HIGH,MO,2929280,MO,5004,9317,8967,46,501,1399,13836,2252,16,234,12.62,1448.58,1785.08,8,0,340318000,18706000,60849000,21756,997,"281,754","35,200","8,596"
37.163375,-93.227327,1,SPRINGFIELD R-XII,GLENDALE HIGH,MO,2928860,MO,7525,12505,11762,165,817,2279,2106,16923,135,1842,13.49,1799.16,2875.11,46.5,0,255804000,77191000,43191000,15852,1916,"222,198","30,336","5,009"
35.308908,-80.744073,1,CHARLOTTE-MECKLENBURG SCHOOLS,CHARLOTTE TEACHER EARLY COLLEGE,NC,3702970,NC,45816,73527,70589,244,10316,44056,49837,34069,181,5413,15.96,9030.51,18299.84,103.99,26.51,569195000,933614000,174113000,11749,9946,"1,163,701","188,382","26,076"
36.0778,-79.7729,1,GUILFORD COUNTY SCHOOLS,STEM EARLY COLLEGE @ NC A&T SU,NC,3701920,NC,22684,34714,33118,218,4703,12571,28740,18094,92,3414,14.64,4634.51,9392.16,108.49,5,232412000,471942000,115526000,11705,5399,"549,866","89,720","17,217"
42.963494,-71.432177,1,MANCHESTER SCHOOL DISTRICT,MANCHESTER SCHOOL OF TECHNOLOGY (HIGH SCHOOL),NH,3304590,NH,3581,6273,5707,19,453,3138,1285,5846,10,1229,11.6,1033.2,1826.24,21,0,90738000,92353000,28171000,17024,827,"116,852","14,501","2,042"
35.342714,-97.531658,1,MOORE,Westmoore High School,OK,4020250,OK,7387,12370,11804,896,1328,5484,1961,10346,71,4088,17.63,1371.31,2920.05,37,28.41,101110000,118628000,37657000,11004,1573,"151,329","26,258","3,203"
36.0666,-95.8707,1,UNION,Union High School,OK,4030600,OK,4719,7541,7433,549,1062,6123,2267,3444,46,1483,17.53,854.36,2043.25,17,5,99626000,74015000,29017000,13548,1030,"89,309","17,151","3,143"
32.882335,-79.978535,1,CHARLESTON 01,COOPER RIVER CENTER FOR ADVANCED STUDIES,SC,4501440,SC,13924,25752,24646,44,818,7417,14568,25260,79,2212,13.28,3796.15,7519.85,80,23.2,619471000,329772000,90948000,21523,2893,"424,367","58,106","7,928"
33.898778,-80.395044,1,SUMTER 01,SUMTER CAREER AND TECHNOLOGY CENTER,SC,4503902,SC,4347,7283,7013,31,184,875,9058,3568,32,548,15.46,925.3,2178.5,23,15,53041000,115368000,29384000,12690,934,"104,165","17,948","4,037"
37.107892,-113.58498,1,WASHINGTON DISTRICT,SOUTHWEST HIGH,UT,4901140,UT,12152,19529,18045,458,374,6412,340,28372,542,1076,22.11,1699.45,‡,21.14,–,150081000,173872000,34195000,9682,2667,"202,452","36,962","4,354"
40.734757,-111.886863,1,SALT LAKE DISTRICT,SALT LAKE TECHNOLOGY CENTER,UT,4900870,UT,6760,9987,9486,209,906,7695,975,7831,955,902,17.11,1138.44,‡,34.66,–,177937000,86092000,33967000,14328,1399,"199,816","24,600","3,221"
39.243898,-81.548789,1,WOOD COUNTY SCHOOLS,Parkersburg South High School,WV,5401620,WV,3295,5818,5492,6,76,204,162,10393,4,465,13,870,1691.5,21,–,51427000,92400000,18731000,13702,766,"83,052","12,991","2,025"
39.278617,-81.544852,1,WOOD COUNTY SCHOOLS,Parkersburg High School,WV,5401620,WV,3295,5818,5492,6,76,204,162,10393,4,465,13,870,1691.5,21,–,51427000,92400000,18731000,13702,766,"83,052","12,991","2,025"
38.333621,-81.656389,1,KANAWHA COUNTY SCHOOLS,George Washington High School,WV,5400600,WV,7421,11902,11531,19,253,262,2342,18856,32,1669,13.05,1796.27,3592.6,10.5,–,145227000,181746000,80573000,16486,1723,"174,805","25,834","4,431"
39.624063,-79.955997,1,MONONGALIA COUNTY SCHOOLS,Morgantown High School,WV,5400930,WV,3391,5858,5407,10,350,320,430,9497,6,652,13.81,816,1683.39,14,–,78904000,77559000,16674000,15580,801,"107,718","12,479","1,451"
39.448591,-77.968208,1,BERKELEY COUNTY SCHOOLS,Martinsburg High School,WV,5400060,WV,6200,10244,9688,37,192,1808,1983,14028,23,1861,14.45,1379.8,2876.9,28,–,80980000,145441000,30769000,13341,1332,"132,440","22,442","2,825"
37.798678,-81.164125,1,RALEIGH COUNTY SCHOOLS,Woodrow Wilson High School,WV,5401230,WV,3102,5440,5164,4,87,138,832,8921,10,612,13.32,796,1537.97,3,–,50992000,89354000,20317000,14782,703,"72,356","11,594","2,381"
61.197755,-149.893314,1,ANCHORAGE SCHOOL DISTRICT,STELLER SECONDARY SCHOOL,AK,0200180,AK,13151,22305,21058,4470,4240,5292,1945,17225,3168,7023,17.95,2416.09,5389.02,73.5,11.18,216644000,439730000,86834000,17756,2746,"286,075","49,225","4,276"
61.193958,-149.775759,1,ANCHORAGE SCHOOL DISTRICT,HIGHLAND ACADEMY CHARTER,AK,0200180,AK,13151,22305,21058,4470,4240,5292,1945,17225,3168,7023,17.95,2416.09,5389.02,73.5,11.18,216644000,439730000,86834000,17756,2746,"286,075","49,225","4,276"
38.860984,-104.78191,1,COLORADO SPRINGS SCHOOL DISTRICT NO. 11 IN THE COUNTY OF E,ACHIEVE ONLINE,CO,0803060,CO,6811,11773,10967,117,270,8198,1543,10489,84,2039,15.6,1457.77,3578.04,50,33.47,189403000,152097000,48992000,16349,1375,"246,263","33,025","3,882"
39.73621,-86.249851,1,MSD WAYNE TOWNSHIP,Achieve Virtual Education Academy,IN,1812810,IN,5542,8163,7636,18,101,5347,6062,3431,13,827,16.32,968.01,1870.01,10,0,83267000,128616000,29252000,14638,1129,"84,373","15,918","3,412"
40.4361,-86.9117,1,WEST LAFAYETTE COM SCHOOL CORP,West Lafayette Junior-Senior High School,IN,1812870,IN,750,1150,1193,6,556,164,154,1283,1,179,14.37,163,281.8,1,2.25,21869000,15109000,1641000,16675,171,"26,497","2,758",221
41.654603,-70.320358,1,BARNSTABLE,Barnstable: Barnstable High,MA,2502310,MA,1387,2555,2252,16,101,1455,447,2406,2,380,11.17,431.1,884.28,1,11.6,71049000,27565000,7991000,22619,338,"49,501","5,859",845
38.96313,-92.331074,1,COLUMBIA 93,DAVID H. HICKMAN HIGH,MO,2901000,MO,5754,9636,9133,42,1059,1592,3959,10096,55,1966,13.11,1432.11,2904.12,37.8,0,208986000,71553000,19597000,16541,1312,"159,490","22,171","2,535"
38.902015,-92.337066,1,COLUMBIA 93,ROCK BRIDGE SR. HIGH,MO,2901000,MO,5754,9636,9133,42,1059,1592,3959,10096,55,1966,13.11,1432.11,2904.12,37.8,0,208986000,71553000,19597000,16541,1312,"159,490","22,171","2,535"
61.164783,-149.853932,1,ANCHORAGE SCHOOL DISTRICT,POLARIS K-12 SCHOOL,AK,0200180,AK,13151,22305,21058,4470,4240,5292,1945,17225,3168,7023,17.95,2416.09,5389.02,73.5,11.18,216644000,439730000,86834000,17756,2746,"286,075","49,225","4,276"
61.179836,-149.889683,1,ANCHORAGE SCHOOL DISTRICT,FAMILY PARTNERSHIP CHARTER SCHOOL,AK,0200180,AK,13151,22305,21058,4470,4240,5292,1945,17225,3168,7023,17.95,2416.09,5389.02,73.5,11.18,216644000,439730000,86834000,17756,2746,"286,075","49,225","4,276"
61.200673,-149.814573,1,ANCHORAGE SCHOOL DISTRICT,WHALEY SCHOOL,AK,0200180,AK,13151,22305,21058,4470,4240,5292,1945,17225,3168,7023,17.95,2416.09,5389.02,73.5,11.18,216644000,439730000,86834000,17756,2746,"286,075","49,225","4,276"
38.919438,-104.86517,1,COLORADO SPRINGS SCHOOL DISTRICT NO. 11 IN THE COUNTY OF E,SPARK ONLINE ACADEMY,CO,0803060,CO,6811,11773,10967,117,270,8198,1543,10489,84,2039,15.6,1457.77,3578.04,50,33.47,189403000,152097000,48992000,16349,1375,"246,263","33,025","3,882"
39.702564,-104.786701,1,AURORA JOINT DISTRICT NO. 28 OF THE COUNTIES OF ADAMS AND A,VANGUARD CLASSICAL SCHOOL - EAST,CO,0802340,CO,10710,19735,18443,229,1854,22246,6530,4680,386,2253,16.37,2332.22,5408.16,2,5.75,313775000,276937000,136665000,19188,1961,"235,451","39,417","7,241"
40.4115,-104.7881,1,GREELEYSCHOOL DISTRICT NO. 6 IN THE COUNTY OF WELD AND STA,UNIVERSITY SCHOOLS,CO,0804410,CO,6960,11612,10893,85,603,14598,575,6071,127,446,17.7,1271.6,2757.62,18.13,9.96,156487000,130134000,48225000,15288,1424,"141,802","24,442","3,845"
40.421547,-104.693114,1,GREELEYSCHOOL DISTRICT NO. 6 IN THE COUNTY OF WELD AND STA,DISTRICT 6 ONLINE ACADEMY,CO,0804410,CO,6960,11612,10893,85,603,14598,575,6071,127,446,17.7,1271.6,2757.62,18.13,9.96,156487000,130134000,48225000,15288,1424,"141,802","24,442","3,845"
41.555663,-87.314834,1,GARY COMMUNITY SCHOOL CORP,Gary Virtual Academy,IN,1803870,IN,1017,2069,1956,5,1,218,3702,43,3,53,19.63,205,553.5,1,0,28694000,39956000,14718000,17478,209,"65,216","12,420","5,144"
41.68555,-86.234171,1,SOUTH BEND COMMUNITY SCHOOL CORP,South Bend Virtual School,IN,1810290,IN,4675,7373,7113,21,146,3725,5280,3721,12,1581,9.95,1455.98,2428.73,13,14,73638000,125934000,30097000,14093,965,"163,867","26,770","6,039"
39.179632,-96.591249,1,MANHATTAN-OGDEN,MANHATTAN VIRTUAL ACADEMY,KS,2009180,KS,2119,3685,3478,22,277,1169,571,4349,57,718,12.95,553.25,1368.04,13,14,36344000,59395000,10110000,15858,486,"61,869","7,388",898
42.103188,-72.592938,1,SPRINGFIELD,THE SPRINGFIELD VIRTUAL SCHOOL,MA,2511130,MA,7029,12272,11398,25,410,16402,4165,1852,6,810,10.91,2171.46,4290.85,23,38,35005000,474421000,64605000,23682,1577,"154,077","26,772","9,932"
42.283778,-83.226106,1,DEARBORN CITY SCHOOL DISTRICT,DEARBORN PUBLIC SCHOOLS VIRTUAL K12,MI,2611600,MI,6626,10309,9312,30,218,361,652,18259,15,86,15.18,1292.93,2536.02,16,10,93324000,181342000,48450000,15826,1602,"116,491","23,923","7,719"
34.058469,-81.001166,1,RICHLAND 01,PENDERGRASS FAIRWOLD SCHOOL,SC,4503360,SC,6329,11179,10944,6,230,1759,14853,4042,21,1212,12.27,1802.4,4436.4,41,23.5,275098000,148444000,43866000,21053,1294,"207,423","26,635","6,802"
